Intersecting Volume,Volume Flux,Time Stamp
0,0,297.9287
0,0,297.9417
0,0,297.9534
0,0,297.9619
0,0,297.9719
0,0,297.9805
0,0,297.9907
0,0,298.0022
0,0,298.0132
0,0,298.0242
0,0,298.0354
0,0,298.0469
0,0,298.0586
0,0,298.0688
0,0,298.0808
0,0,298.0918
0,0,298.1021
0,0,298.1133
0,0,298.1243
0,0,298.1353
0,0,298.1465
0,0,298.1575
0,0,298.1685
0,0,298.1797
0,0,298.1909
0,0,298.2024
0,0,298.2134
0,0,298.2246
0,0,298.2351
0,0,298.2466
0,0,298.2581
0,0,298.2688
0,0,298.2803
0,0,298.291
0,0,298.3018
0,0,298.313
0,0,298.3242
0,0,298.3354
0,0,298.3464
0,0,298.3584
0,0,298.3684
0,0,298.3809
0,0,298.3921
0,0,298.4019
0,0,298.4131
0,0,298.4243
0,0,298.4351
0,0,298.4465
0,0,298.4575
0,0,298.4685
0,0,298.4807
0,0,298.4907
0,0,298.5017
0,0,298.5134
0,0,298.5239
0,0,298.5354
0,0,298.5469
0,0,298.5588
0,0,298.571
0,0,298.5825
0,0,298.5945
0,0,298.6052
0,0,298.627
0,0,298.637
0,0,298.6467
0,0,298.6577
0,0,298.6687
0,0,298.6807
0,0,298.6907
0,0,298.7017
0,0,298.7126
0,0,298.7241
0,0,298.7349
0,0,298.7463
0,0,298.7573
0,0,298.7683
0,0,298.7808
0,0,298.7908
0,0,298.8018
0,0,298.8127
0,0,298.8242
0,0,298.835
0,0,298.8462
0,0,298.8574
0,0,298.8684
0,0,298.8794
0,0,298.8909
0,0,298.9016
0,0,298.9128
0,0,298.9238
0,0,298.9351
0,0,298.9465
0,0,298.959
0,0,298.9707
0,0,298.98
0,0,298.9905
0,0,299.0017
0,0,299.0127
0,0,299.0242
0,0,299.0349
0,0,299.0488
0,0,299.0613
0,0,299.0715
0,0,299.0806
0,0,299.0908
0,0,299.1023
0,0,299.1135
0,0,299.1257
0,0,299.1365
0,0,299.1482
0,0,299.1692
0,0,299.1812
0,0,299.1907
0,0,299.2017
0,0,299.2126
0,0,299.2239
0,0,299.2346
0,0,299.2461
0,0,299.2571
0,0,299.2683
0,0,299.2793
0,0,299.2908
0,0,299.3015
0,0,299.3125
0,0,299.3237
0,0,299.3347
0,0,299.3459
0,0,299.3572
0,0,299.3682
0,0,299.3792
0,0,299.3904
0,0,299.4016
0,0,299.4126
0,0,299.4236
0,0,299.4346
0,0,299.446
0,0,299.458
0,0,299.468
0,0,299.4792
0,0,299.4907
0,0,299.5012
0,0,299.5125
0,0,299.5237
0,0,299.5347
0,0,299.5459
0,0,299.5571
0,0,299.5681
0,0,299.5793
0,0,299.5903
0,0,299.6016
0,0,299.6128
0,0,299.6233
0,0,299.6345
0,0,299.646
0,0,299.6675
0,0,299.6797
0,0,299.6899
0,0,299.7012
0,0,299.7124
0,0,299.7234
0,0,299.7346
0,0,299.7458
0,0,299.7571
0,0,299.7678
0,0,299.7793
0,0,299.79
0,0,299.8013
0,0,299.8123
0,0,299.8235
0,0,299.8347
0,0,299.8457
0,0,299.8572
0,0,299.8679
0,0,299.8792
0,0,299.8901
0,0,299.9014
0,0,299.9126
0,0,299.9233
0,0,299.9343
0,0,299.9458
0,0,299.9568
0,0,299.968
0,0,299.979
0,0,299.9907
0,0,300.0015
0,0,0.02392578
0,0,0.03369141
0,0,0.04418945
0,0,0.05957031
0,0,0.06982422
0,0,0.07788086
0,0,0.08984375
0,0,0.09765625
0,0,0.109375
0,0,0.1279297
0,0,0.1401367
0,0,0.1506348
0,0,0.1635742
0,0,0.175293
0,0,0.1848145
0,0,0.1948242
0,0,0.2062988
0,0,0.217041
0,0,0.2280273
0,0,0.2397461
0,0,0.2504883
0,0,0.2614746
0,0,0.2729492
0,0,0.2839355
0,0,0.2949219
0,0,0.3066406
0,0,0.3171387
0,0,0.328125
0,0,0.3395996
0,0,0.3503418
0,0,0.3613281
0,0,0.3728027
0,0,0.3837891
0,0,0.3947754
0,0,0.4069824
0,0,0.4169922
0,0,0.4282227
0,0,0.4396973
0,0,0.4504395
0,0,0.4616699
0,0,0.4819336
0,0,0.494873
0,0,0.5061035
0,0,0.5170898
0,0,0.5280762
0,0,0.5395508
0,0,0.5510254
0,0,0.5656738
0,0,0.5754395
0,0,0.5864258
0,0,0.5947266
0,0,0.6064453
0,0,0.6174316
0,0,0.6281738
0,0,0.6396484
0,0,0.6508789
0,0,0.661377
0,0,0.6730957
0,0,0.6838379
0,0,0.6953125
0,0,0.706543
0,0,0.717041
0,0,0.7280273
0,0,0.7397461
0,0,0.7507324
0,0,0.7895508
0,0,0.8017578
0,0,0.8132324
0,0,0.8234863
0,0,0.8320313
0,0,0.8427734
0,0,0.8515625
0,0,0.8618164
0,0,0.873291
0,0,0.8837891
0,0,0.8945313
0,0,0.9160156
0,0,0.9282227
0,0,0.9399414
0,0,0.9501953
0,0,0.9611816
0,0,0.9729004
0,0,0.9833984
0,0,0.9946289
0,0,1.006104
0,0,1.01709
0,0,1.027832
0,0,1.039551
0,0,1.050293
0,0,1.061279
0,0,1.073242
0,0,1.08374
0,0,1.094727
0,0,1.106201
0,0,1.116943
0,0,1.127686
0,0,1.139648
0,0,1.149902
0,0,1.161133
0,0,1.173096
0,0,1.183594
0,0,1.194336
0,0,1.206299
0,0,1.216553
0,0,1.227539
0,0,1.239502
0,0,1.250244
0,0,1.26123
0,0,1.272949
0,0,1.283447
0,0,1.294434
0,0,1.306152
0,0,1.316895
0,0,1.327637
0,0,1.339844
0,0,1.350098
0,0,1.361084
0,0,1.373047
0,0,1.383301
0,0,1.394287
0,0,1.407715
0,0,1.416748
0,0,1.428467
0,0,1.44043
0,0,1.45166
0,0,1.463135
0,0,1.474365
0,0,1.486084
0,0,1.497314
0,0,1.509033
0,0,1.520996
0,0,1.531738
0,0,1.543213
0,0,1.555176
0,0,1.565918
0,0,1.57666
0,0,1.588379
0,0,1.598633
