Object,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W,LinVelocity X,LinVelocity Y,LinVelocity Z,AngVelocity X,AngVelocity Y,AngVelocity Z,Impact Force X,Impact Force Y,Impact Force Z,Impact Force Magnitude,Colliding Body,Time Stamp
Scoop,-1.005583,1.742194,1.039411,0.6028748,-0.2276756,0.02680132,-0.7641913,-0.2913704,0.2344208,-1.321368,-0.07605439,-0.09081167,-0.05921965,0,0,0,0,,298.9904
Scoop,-1.01061,1.745879,1.013107,0.6021547,-0.2256551,0.02799124,-0.7653148,-0.1919125,0.1962114,-1.451484,0.09009823,-0.2537369,0.01753072,0,0,0,0,,299.0128
Scoop,-1.01483,1.748744,0.9867428,0.6031425,-0.2253399,0.02967283,-0.7645662,-0.2509046,0.1397479,-1.244272,-0.1595112,-0.1059053,-0.08940975,0,0,0,0,,299.035
Scoop,-1.021685,1.751591,0.9372403,0.6041378,-0.2253893,0.03043631,-0.7637352,-0.1609866,0.04935728,-1.196379,0.007978573,-0.02026452,-0.01378626,0,0,0,0,,299.0569
Scoop,-1.024196,1.751632,0.9141713,0.6062069,-0.2250714,0.03192753,-0.7621269,-0.1475596,-0.03563295,-0.9827342,-0.2897829,-0.0719805,-0.05286535,0,0,0,0,,299.079
Scoop,-1.026163,1.750616,0.8918304,0.6092838,-0.2232973,0.03603247,-0.7600094,-0.1340062,-0.09183516,-0.9088231,-0.4609675,-0.3266704,-0.1427239,0,0,0,0,,299.1018
Scoop,-1.0279,1.748731,0.8705108,0.6126052,-0.222137,0.03882313,-0.7575378,-0.1032441,-0.1553217,-0.810847,-0.4695446,-0.1911418,-0.07614572,0,0,0,0,,299.1238
Scoop,-1.029423,1.746109,0.8499643,0.6161644,-0.2221842,0.04107463,-0.7545123,-0.1374034,-0.1866246,-0.7066677,-0.5047852,-0.05345388,-0.1061231,0,0,0,0,,299.146
Scoop,-1.031004,1.742884,0.8301857,0.6198783,-0.22202,0.04275382,-0.7514191,-0.1047852,-0.2324954,-0.6584197,-0.5088232,-0.03199941,-0.04681417,0,0,0,0,,299.1691
Scoop,-1.032643,1.7391,0.8105417,0.6244609,-0.2217675,0.04582146,-0.7475085,-0.1524072,-0.2545894,-0.5739287,-0.6559069,-0.1028354,-0.1298587,0,0,0,0,,299.1937
Scoop,-1.034561,1.734758,0.7913862,0.6279645,-0.2218592,0.04837933,-0.7443783,-0.1747414,-0.2557849,-0.6336882,-0.5136819,-0.06752735,-0.1336876,0,0,0,0,,299.2142
Scoop,-1.037055,1.730116,0.7724,0.6322138,-0.2206213,0.0511049,-0.7409593,-0.1319819,-0.3049408,-0.5988031,-0.5974559,-0.1669668,-0.04754622,0,0,0,0,,299.2351
Scoop,-1.043459,1.719863,0.7365145,0.6363552,-0.2215988,0.05299467,-0.7369794,-0.2253549,-0.2498615,-0.79853,-0.01102793,0.1535629,-0.05324397,0,0,0,0,,299.2568
Scoop,-1.046923,1.71474,0.7192209,0.6420634,-0.2198475,0.05819109,-0.732145,-0.2471084,-0.3117188,-0.389627,-0.8526365,-0.3224629,-0.1707335,0,0,0,0,,299.2791
Scoop,-1.051105,1.709132,0.7017352,0.649668,-0.2184832,0.06349307,-0.7253728,-0.2954854,-0.358682,-0.1969375,-1.115956,-0.2473133,-0.1729984,0,0,0,0,,299.3015
Scoop,-1.056305,1.70302,0.6851537,0.6537762,-0.2191046,0.06344879,-0.7214876,-0.2557237,-0.3779306,-0.4105412,-0.5455657,0.158841,0.02759929,0,0,0,0,,299.3237
Scoop,-1.062431,1.696369,0.6685398,0.6588155,-0.2170411,0.06540579,-0.7173405,-0.2386918,-0.4250865,-0.4100906,-0.6907374,-0.154094,0.07766709,0,0,0,0,,299.3462
Scoop,-1.068936,1.68899,0.6513351,0.6659504,-0.2160034,0.07132599,-0.7104686,-0.4689252,-0.388253,-0.1968224,-1.099752,-0.2687883,-0.2464552,0,0,0,0,,299.3683
Scoop,-1.076575,1.68118,0.634389,0.6717839,-0.2162739,0.07506216,-0.7044842,-0.511946,-0.3989785,-0.2590647,-0.8916982,-0.05887026,-0.2003544,0,0,0,0,,299.3904
Scoop,-1.085329,1.672493,0.6176357,0.6778739,-0.2161949,0.08030915,-0.6980674,-0.6173244,-0.408768,-0.2305416,-0.9741964,-0.1737043,-0.2809218,0,0,0,0,,299.4124
Scoop,-1.095439,1.66274,0.600821,0.6841195,-0.2163129,0.08475089,-0.6913803,-0.6601945,-0.4644203,-0.2031268,-0.9843639,-0.09829203,-0.2369495,0,0,0,0,,299.4349
Scoop,-1.119903,1.639623,0.5678819,0.692219,-0.2179656,0.088395,-0.6822833,-0.6276708,-0.6297039,-0.6941549,0.06487644,0.3941607,0.0769538,0,0,0,0,,299.4567
Scoop,-1.132606,1.625974,0.5503885,0.7010281,-0.2169844,0.09803444,-0.6722105,-0.9578765,-0.5451431,0.007963896,-1.516826,-0.4370297,-0.4866327,0,0,0,0,,299.4791
Scoop,-1.145516,1.611626,0.5324093,0.7104685,-0.217027,0.1043366,-0.6612471,-0.8656676,-0.6150144,0.1058972,-1.539206,-0.1088405,-0.3295864,0,0,0,0,,299.5015
Scoop,-1.158139,1.59656,0.5148966,0.7185442,-0.2180917,0.1087476,-0.6513869,-0.8282173,-0.637844,0.03122347,-1.319149,0.05497262,-0.29511,0,0,0,0,,299.5234
Scoop,-1.170279,1.580698,0.497296,0.7261636,-0.2203941,0.1138542,-0.6412102,-0.9007661,-0.5981482,0.02989637,-1.313866,0.087599,-0.4425025,0,0,0,0,,299.5457
Scoop,-1.182493,1.564827,0.4792078,0.7342609,-0.2209042,0.1182293,-0.6309392,-0.7812943,-0.6360239,0.01057393,-1.355672,0.03326641,-0.2560821,0,0,0,0,,299.5682
Scoop,-1.194459,1.549128,0.4605455,0.7410418,-0.2228367,0.1221775,-0.6215095,-0.8235365,-0.5814504,-0.1057446,-1.184671,0.120216,-0.3526677,0,0,0,0,,299.5906
Scoop,-1.206179,1.534146,0.4415069,0.7476672,-0.2233609,0.127652,-0.6122164,-0.8224425,-0.5230564,-0.1823217,-1.216126,-0.08530664,-0.3449356,0,0,0,0,,299.6122
Scoop,-1.217858,1.520612,0.4230618,0.7513397,-0.2252847,0.1292455,-0.6066563,-0.7170786,-0.5343503,-0.4334909,-0.651837,0.1694879,-0.2304339,0,0,0,0,,299.6237
Scoop,-1.228905,1.508269,0.4042314,0.7559889,-0.2266505,0.1329833,-0.5995219,-0.7565987,-0.4028128,-0.3590805,-0.8848014,0.02267945,-0.3167017,0,0,0,0,,299.6389
Scoop,-1.228905,1.508269,0.4042314,0.7559889,-0.2266505,0.1329833,-0.5995219,-0.7565987,-0.4028128,-0.3590805,-0.8848014,0.02267945,-0.3167017,0,0,0,0,,299.652
Scoop,-1.239119,1.496544,0.3840593,0.763805,-0.2265484,0.1389616,-0.5881901,-0.7330391,-0.2810101,-0.1022141,-1.462076,-0.09762435,-0.3241353,0,0,0,0,,299.6615
Scoop,-1.239119,1.496544,0.3840593,0.763805,-0.2265484,0.1389616,-0.5881901,-0.7330391,-0.2810101,-0.1022141,-1.462076,-0.09762435,-0.3241353,0,0,0,0,,299.6749
Scoop,-1.248879,1.486445,0.3630622,0.7716538,-0.224378,0.141941,-0.5779778,-0.4739535,-0.3291208,-0.1958404,-1.339406,-0.01512425,0.026173,0,0,0,0,,299.6865
Scoop,-1.257457,1.4784,0.3425717,0.775153,-0.224747,0.1409876,-0.5733668,-0.3642195,-0.3418742,-0.5925952,-0.5318117,0.2478695,0.03948688,0,0,0,0,,299.7001
Scoop,-1.257457,1.4784,0.3425717,0.775153,-0.224747,0.1409876,-0.5733668,-0.3642195,-0.3418742,-0.5925952,-0.5318117,0.2478695,0.03948688,0,0,0,0,,299.7129
Scoop,-1.264107,1.471151,0.3212144,0.7830633,-0.2202081,0.1497555,-0.5620446,-0.5169494,-0.03985327,-0.2746703,-1.592269,-0.574012,-0.1325136,0,0,0,0,,299.7234
Scoop,-1.269623,1.466299,0.2999844,0.7884724,-0.2220073,0.1512037,-0.5533193,-0.3704283,0.01984915,-0.3377899,-0.9923201,0.2605178,-0.2340572,0,0,0,0,,299.7378
Scoop,-1.273194,1.46255,0.278161,0.7960408,-0.2229537,0.1574998,-0.5401899,-0.4696864,0.3009752,-0.1272795,-1.579499,-0.03831533,-0.4532251,0,0,0,0,,299.7567
Scoop,-1.275496,1.460237,0.255279,0.8044567,-0.2246409,0.1625223,-0.5253313,-0.3572947,0.4316213,-0.03079311,-1.722835,0.1548383,-0.4519969,0,0,0,0,,299.7789
Scoop,-1.276478,1.45945,0.2322012,0.8113279,-0.2260716,0.1662341,-0.5128407,-0.2262571,0.4323672,-0.2288675,-1.426135,0.1685812,-0.3588413,0,0,0,0,,299.8019
Scoop,-1.275843,1.458912,0.2083912,0.8188497,-0.2265711,0.1750854,-0.4974902,-0.3690538,0.6718898,-0.2047268,-1.823107,-0.2206056,-0.5794712,0,0,0,0,,299.8323
Scoop,-1.27519,1.460504,0.1853326,0.8225744,-0.2291017,0.1743689,-0.4903871,0.02406982,0.3438103,-0.5718805,-0.7067643,0.4103462,-0.2120251,0,0,0,0,,299.8452
Scoop,-1.272999,1.461408,0.1620215,0.8283107,-0.2286117,0.1802356,-0.4786999,-0.1147227,0.5758431,-0.4341579,-1.385789,-0.13885,-0.3196155,0,0,0,0,,299.8682
Scoop,-1.270106,1.462519,0.1385338,0.8334073,-0.2293995,0.1837454,-0.4680241,-0.00266429,0.5379139,-0.4695343,-1.194451,0.08265358,-0.3093645,0,0,0,0,,299.8899
Scoop,-1.266427,1.463447,0.1155328,0.8367355,-0.2308436,0.1865418,-0.4602041,0.03164461,0.4380928,-0.6518102,-0.8453549,0.0749585,-0.3186903,0,0,0,0,,299.9125
Scoop,-1.262235,1.463861,0.09283167,0.8399913,-0.2310117,0.1901076,-0.4526673,0.058444,0.3990189,-0.691152,-0.8598155,-0.05601258,-0.2436302,0,0,0,0,,299.9352
Scoop,-1.252174,1.463921,0.04973036,0.8446163,-0.2329535,0.1912766,-0.4424585,0.3866502,-9.903312E-05,-0.9141043,0.05308712,0.3434869,-0.0002723038,0,0,0,0,,299.9567
Scoop,-1.245886,1.46148,0.02726609,0.8509824,-0.232607,0.1990036,-0.4267562,0.009332031,0.7089896,-0.2676474,-1.794179,-0.1805389,-0.4642958,0,0,0,0,,299.986
Scoop,-1.240247,1.459341,0.004591286,0.8544455,-0.2361693,0.2003721,-0.4171312,0.162885,0.4199627,-0.5139478,-0.9277954,0.3279221,-0.472756,0,0,0,0,,300.0059
Scoop,-1.28185,2.067615,0.6721905,0.002346393,-0.7093997,-0.002769314,-0.7047973,-0.01425189,-0.2409025,0.2055314,0.02990246,0.3251312,0.3615637,0,0,0,0,,0.02514648
Scoop,-1.281607,2.067848,0.6720405,0.002793964,-0.7086913,-0.004249747,-0.7055007,0.001924522,-0.09074321,-0.07775,0.07382431,-0.09950036,0.1360947,0,0,0,0,,0.04370117
Scoop,-1.280912,2.069171,0.671492,0.004421738,-0.7080648,-0.005923108,-0.7061089,0.01544767,-0.003718019,-0.07049215,0.007485633,-0.07954973,0.05063921,0,0,0,0,,0.06896973
Scoop,-1.280912,2.069171,0.671492,0.004421738,-0.7080648,-0.005923108,-0.7061089,0.01544767,-0.003718019,-0.07049215,0.007485633,-0.07954973,0.05063921,0,0,0,0,,0.08740234
Scoop,-1.280481,2.06999,0.6709368,0.0038085,-0.7082524,-0.006320083,-0.7059211,0.02241671,0.05235692,-0.003578532,0.0712042,0.02706607,-0.01532098,0,0,0,0,,0.09997559
Scoop,-1.280014,2.070898,0.6701489,0.001765969,-0.7088271,-0.007140856,-0.7053441,0.02846558,0.1098504,0.03402505,0.2017128,0.08293245,-0.08652449,0,0,0,0,,0.1119385
Scoop,-1.280014,2.070898,0.6701489,0.001765969,-0.7088271,-0.007140856,-0.7053441,0.02846558,0.1098504,0.03402505,0.2017128,0.08293245,-0.08652449,0,0,0,0,,0.1240234
Scoop,-1.279474,2.072198,0.6690583,-0.001730138,-0.7095893,-0.01127831,-0.7045235,0.02506433,0.02890401,0.0617014,0.539113,0.1150109,0.04443899,0,0,0,0,,0.135376
Scoop,-1.27891,2.07358,0.6681016,-0.003817056,-0.7089332,-0.01407913,-0.7051249,0.02496592,0.0311495,-0.09395504,0.3463678,-0.08698465,0.04845998,0,0,0,0,,0.1502686
Scoop,-1.27891,2.07358,0.6681016,-0.003817056,-0.7089332,-0.01407913,-0.7051249,0.02496592,0.0311495,-0.09395504,0.3463678,-0.08698465,0.04845998,0,0,0,0,,0.1638184
Scoop,-1.278367,2.074856,0.6670383,-0.007103701,-0.7083891,-0.01698476,-0.7055823,0.02831779,0.08310394,-0.07965708,0.4382796,-0.06724788,-0.02894745,0,0,0,0,,0.1760254
Scoop,-1.277853,2.076124,0.6661507,-0.008164399,-0.7074069,-0.01796811,-0.7065313,0.0256258,0.06882616,-0.1382139,0.145483,-0.1353309,-0.008058675,0,0,0,0,,0.1901855
Scoop,-1.277853,2.076124,0.6661507,-0.008164399,-0.7074069,-0.01796811,-0.7065313,0.0256258,0.06882616,-0.1382139,0.145483,-0.1353309,-0.008058675,0,0,0,0,,0.2042236
Scoop,-1.277401,2.077175,0.6653227,-0.008557599,-0.7064565,-0.01731941,-0.7074935,0.02645187,0.109747,-0.1430387,-0.01718111,-0.1338924,-0.07611232,0,0,0,0,,0.2137451
Scoop,-1.277401,2.077175,0.6653227,-0.008557599,-0.7064565,-0.01731941,-0.7074935,0.02645187,0.109747,-0.1430387,-0.01718111,-0.1338924,-0.07611232,0,0,0,0,,0.2268066
Scoop,-1.276969,2.078311,0.6640956,-0.008660793,-0.7068124,-0.0183662,-0.7071096,0.01784281,0.00590127,-0.01823982,0.08095269,0.05149947,0.06769954,0,0,0,0,,0.2438965
Scoop,-1.27664,2.078994,0.6628792,-0.01000363,-0.7065572,-0.01869057,-0.7073384,0.0203309,0.08856779,-0.07827584,0.118136,-0.03204176,-0.07254747,0,0,0,0,,0.2570801
Scoop,-1.276381,2.079572,0.6615413,-0.009451707,-0.7068377,-0.01811868,-0.7070808,0.0130812,0.02960188,-0.04319051,-0.07970064,0.03752281,-0.0006937161,0,0,0,0,,0.2698975
Scoop,-1.276381,2.079572,0.6615413,-0.009451707,-0.7068377,-0.01811868,-0.7070808,0.0130812,0.02960188,-0.04319051,-0.07970064,0.03752281,-0.0006937161,0,0,0,0,,0.2832031
Scoop,-1.276233,2.079778,0.660318,-0.009950083,-0.7066896,-0.01769345,-0.7072327,0.01109687,0.05971149,-0.07578243,0.005304769,-0.01991284,-0.06566723,0,0,0,0,,0.2949219
Scoop,-1.276233,2.079778,0.660318,-0.009950083,-0.7066896,-0.01769345,-0.7072327,0.01109687,0.05971149,-0.07578243,0.005304769,-0.01991284,-0.06566723,0,0,0,0,,0.3078613
Scoop,-1.276242,2.079953,0.6591498,-0.01046415,-0.7066646,-0.01819511,-0.7072376,-0.0003748955,0.009280276,-0.05562627,0.07183316,-0.001733402,-0.000888437,0,0,0,0,,0.3217773
Scoop,-1.27646,2.079929,0.6582283,-0.01121844,-0.7062764,-0.01808728,-0.7076164,-0.007276373,0.04526764,-0.08306314,0.04603058,-0.05271921,-0.06200176,0,0,0,0,,0.3337402
Scoop,-1.27646,2.079929,0.6582283,-0.01121844,-0.7062764,-0.01808728,-0.7076164,-0.007276373,0.04526764,-0.08306314,0.04603058,-0.05271921,-0.06200176,0,0,0,0,,0.3461914
Scoop,-1.277036,2.07991,0.6572046,-0.01342371,-0.7068825,-0.01880528,-0.706954,-0.02234459,0.07597128,0.03049727,0.2063795,0.09274721,-0.103053,0,0,0,0,,0.3568115
Scoop,-1.278026,2.080369,0.6567947,-0.01368934,-0.7060356,-0.01915875,-0.7077851,-0.04971638,0.02016683,-0.107039,0.04423842,-0.1184974,0.00345023,0,0,0,0,,0.376709
Scoop,-1.279476,2.081116,0.6562577,-0.01460906,-0.7060798,-0.01907476,-0.7077252,-0.06802864,0.09010544,-0.01640666,0.05915475,0.009227365,-0.07073183,0,0,0,0,,0.4002686
Scoop,-1.281432,2.08226,0.6558171,-0.01582241,-0.7061802,-0.01885277,-0.7076048,-0.09135178,0.1326971,-0.004099088,0.07017139,0.01821489,-0.1010423,0,0,0,0,,0.4211426
Scoop,-1.283901,2.083888,0.6553131,-0.01603024,-0.7067108,-0.01769785,-0.7071,-0.1172295,0.152363,0.02714624,-0.06704577,0.07533889,-0.09465699,0,0,0,0,,0.4434814
Scoop,-1.286846,2.085935,0.6548185,-0.01719127,-0.7066556,-0.01763252,-0.7071294,-0.1416268,0.1671039,-0.02247114,0.07751721,-0.003817871,-0.0868623,0,0,0,0,,0.4666748
Scoop,-1.290099,2.088596,0.6540992,-0.0166216,-0.7069427,-0.01813405,-0.706843,-0.1675576,0.07538813,-0.007209568,-0.004856288,0.03862694,0.07660979,0,0,0,0,,0.487915
Scoop,-1.297238,2.094168,0.6521204,-0.01707225,-0.7069386,-0.0176135,-0.7068498,-0.1813642,0.1446487,-0.05491688,0.0006448478,-0.00167431,0.002327271,0,0,0,0,,0.5106201
Scoop,-1.300899,2.097217,0.6509622,-0.01802304,-0.7066343,-0.01857287,-0.7071057,-0.1833361,0.1523661,-0.07882933,0.1351076,-0.03956294,-0.0003753144,0,0,0,0,,0.5336914
Scoop,-1.304519,2.100362,0.6498167,-0.01747269,-0.7067711,-0.01796571,-0.7069983,-0.1809092,0.160269,-0.04965893,-0.08186513,0.01728825,-0.003584527,0,0,0,0,,0.5545654
Scoop,-1.308052,2.103635,0.6487436,-0.01658854,-0.7070618,-0.01710481,-0.7067503,-0.1768241,0.162129,-0.03325614,-0.1234255,0.03792673,0.002581307,0,0,0,0,,0.5770264
Scoop,-1.311558,2.106988,0.6477608,-0.01621162,-0.7074227,-0.01698399,-0.7064009,-0.1763459,0.1533579,-0.01419226,-0.03521852,0.04969879,0.01930993,0,0,0,0,,0.5996094
Scoop,-1.315122,2.110082,0.6469445,-0.01676554,-0.7077528,-0.01571733,-0.7060866,-0.169588,0.2507536,-0.007789123,-0.05052689,0.04848822,-0.1275179,0,0,0,0,,0.62146
Scoop,-1.31856,2.113351,0.6463006,-0.01593879,-0.7082511,-0.01488135,-0.7056239,-0.1717624,0.163314,0.01103116,-0.1175435,0.06797792,0.001028106,0,0,0,0,,0.6433105
Scoop,-1.321836,2.11651,0.6456156,-0.01426423,-0.70994,-0.0131143,-0.7039959,-0.1621525,0.1604168,0.1255859,-0.2432044,0.2346019,-0.0009724431,0,0,0,0,,0.6665039
Scoop,-1.324952,2.11975,0.6457921,-0.0132474,-0.7093875,-0.01298038,-0.7045749,-0.1609672,0.116417,-0.05733952,-0.08119644,-0.08104217,0.06116872,0,0,0,0,,0.6877441
Scoop,-1.33125,2.12595,0.6470887,-0.01379983,-0.7094658,-0.01272321,-0.7044904,-0.1541523,0.1536577,0.04414303,-0.003124665,0.00240882,0.001937073,0,0,0,0,,0.7098389
Scoop,-1.334568,2.128976,0.6481764,-0.01322898,-0.7109016,-0.01086497,-0.7030835,-0.1579897,0.2178055,0.1947281,-0.1719197,0.2026679,-0.08660725,0,0,0,0,,0.7330322
Scoop,-1.338457,2.131864,0.6502096,-0.01264299,-0.7122294,-0.007838912,-0.7017893,-0.1803664,0.2731441,0.2253529,-0.2560375,0.1886145,-0.1679037,0,0,0,0,,0.7542725
Scoop,-1.343283,2.134717,0.6525356,-0.008452732,-0.7166415,-0.002363699,-0.6973867,-0.2245285,0.2117226,0.5376396,-0.6818668,0.6263984,-0.07680542,0,0,0,0,,0.7768555
Scoop,-1.348992,2.137934,0.6563733,-0.005121551,-0.7179631,-0.0009261707,-0.6960621,-0.2925447,0.06096701,0.3092792,-0.3345215,0.1874873,0.1396758,0,0,0,0,,0.7999268
Scoop,-1.355631,2.14103,0.660554,-0.001191279,-0.7206023,0.001137686,-0.6933473,-0.3314048,0.06037103,0.4640979,-0.4205827,0.379157,0.1400548,0,0,0,0,,0.8210449
Scoop,-1.362962,2.144244,0.665592,0.001943795,-0.721713,0.002031657,-0.6921871,-0.3734897,0.04517264,0.3537181,-0.2815225,0.1611176,0.1638283,0,0,0,0,,0.8431396
Scoop,-1.371049,2.147322,0.6711175,0.004844393,-0.7233316,0.004391851,-0.6904704,-0.3999145,0.1316542,0.4287549,-0.3711054,0.236062,0.04530613,0,0,0,0,,0.8664551
Scoop,-1.379836,2.150501,0.6775395,0.006714653,-0.7242081,0.006669688,-0.6895167,-0.4336244,0.1857118,0.3986501,-0.2939723,0.1292717,-0.02285255,0,0,0,0,,0.8875732
Scoop,-1.398723,2.157329,0.6918519,0.009030054,-0.7249816,0.00877359,-0.6886536,-0.4801553,0.1740612,0.2747378,-0.01790604,-0.1349402,-0.005551241,0,0,0,0,,0.9099121
Scoop,-1.408478,2.160737,0.6991909,0.01097315,-0.726902,0.01065973,-0.6865714,-0.4776337,0.1753727,0.5612532,-0.2707382,0.283133,0.007415138,0,0,0,0,,0.9331055
Scoop,-1.418494,2.16405,0.7074315,0.01339926,-0.7281141,0.0133448,-0.6851954,-0.4928787,0.1884686,0.5250975,-0.3619511,0.1829058,-0.01080163,0,0,0,0,,0.9543457
Scoop,-1.428806,2.167035,0.7163866,0.01561163,-0.7295713,0.01571555,-0.6835459,-0.5054945,0.1675518,0.5907038,-0.3244639,0.219739,-0.00551362,0,0,0,0,,0.9765625
Scoop,-1.439077,2.170085,0.7258363,0.01875089,-0.7312756,0.01540325,-0.6816505,-0.5172231,-0.02195381,0.6548647,-0.1920947,0.2601671,0.2446212,0,0,0,0,,0.9997559
Scoop,-1.449015,2.172534,0.7360709,0.02077612,-0.7316017,0.01615505,-0.6812243,-0.5013441,0.06028594,0.5408101,-0.1933331,0.05534302,0.09561661,0,0,0,0,,1.020996
Scoop,-1.458362,2.174657,0.746971,0.02243688,-0.731558,0.01644908,-0.6812117,-0.4742326,0.03695725,0.5367811,-0.1347584,0.0002746694,0.1015504,0,0,0,0,,1.043091
Scoop,-1.467196,2.176498,0.7584746,0.02385273,-0.7322531,0.01756217,-0.6803886,-0.4383536,0.08259473,0.6446683,-0.1785806,0.107568,0.02489223,0,0,0,0,,1.066772
Scoop,-1.475668,2.177806,0.7704557,0.02453418,-0.7337257,0.0201302,-0.6787046,-0.4042774,0.1762304,0.7480462,-0.2358364,0.2186452,-0.1311955,0,0,0,0,,1.087769
Scoop,-1.483643,2.178859,0.7832411,0.02347105,-0.7333442,0.02006448,-0.6791561,-0.3980559,0.1020462,0.5987803,0.07727613,-0.06069024,-0.07169614,0,0,0,0,,1.101196
Scoop,-1.491166,2.179505,0.796129,0.02407945,-0.7332278,0.02071907,-0.6792413,-0.3770766,0.0367049,0.627992,-0.0893625,-0.01418632,0.0006029755,0,0,0,0,,1.113403
Scoop,-1.491166,2.179505,0.796129,0.02407945,-0.7332278,0.02071907,-0.6792413,-0.3770766,0.0367049,0.627992,-0.0893625,-0.01418632,0.0006029755,0,0,0,0,,1.125854
Scoop,-1.498462,2.179861,0.8091868,0.02641779,-0.7347903,0.02160259,-0.6774354,-0.3578466,-0.04767593,0.8192376,-0.2247074,0.2413309,0.1038995,0,0,0,0,,1.136963
Scoop,-1.505385,2.179816,0.8228148,0.02847968,-0.7356268,0.02166465,-0.6764417,-0.3475208,-0.101197,0.7727038,-0.1450576,0.134148,0.1428988,0,0,0,0,,1.151489
Scoop,-1.505385,2.179816,0.8228148,0.02847968,-0.7356268,0.02166465,-0.6764417,-0.3475208,-0.101197,0.7727038,-0.1450576,0.134148,0.1428988,0,0,0,0,,1.166626
Scoop,-1.512211,2.1791,0.8369282,0.02946021,-0.737119,0.02098952,-0.6747948,-0.3342927,-0.1170914,0.8735759,-0.01812534,0.2262309,0.1099713,0,0,0,0,,1.176147
Scoop,-1.518671,2.177745,0.8516434,0.02973039,-0.7369786,0.01982749,-0.674971,-0.3303194,-0.1460126,0.7260042,0.06763337,-0.01815347,0.09912087,0,0,0,0,,1.189575
Scoop,-1.518671,2.177745,0.8516434,0.02973039,-0.7369786,0.01982749,-0.674971,-0.3303194,-0.1460126,0.7260042,0.06763337,-0.01815347,0.09912087,0,0,0,0,,1.202881
Scoop,-1.525025,2.175876,0.8672178,0.03091851,-0.7379273,0.01773703,-0.6739386,-0.3207385,-0.2654029,0.8938268,0.07267463,0.1488632,0.2237416,0,0,0,0,,1.220825
Scoop,-1.53112,2.173114,0.8839064,0.0313969,-0.7385252,0.01586431,-0.6733078,-0.3074982,-0.2633708,0.90974,0.1050599,0.09371103,0.1585754,0,0,0,0,,1.243652
