Transform Name,Closest collider,Distance X,Distance Y,Distance Z,Magnitude,Time Stamp
Wrist,Top Steel shiny,0.1038989,-2.622604E-06,2.452607,2.454807,298.7671
Wrist,Top Steel shiny,0.1112573,-2.741814E-06,2.477785,2.480281,298.7832
Wrist,Top Steel shiny,0.1112573,-2.741814E-06,2.477785,2.480281,298.7953
Wrist,Top Steel shiny,0.1186585,-2.741814E-06,2.503743,2.506553,298.8055
Wrist,Top Steel shiny,0.1260242,-3.099442E-06,2.530322,2.533459,298.8179
Wrist,Top Steel shiny,0.1260242,-3.099442E-06,2.530322,2.533459,298.8325
Wrist,Top Steel shiny,0.133404,-2.980232E-06,2.557516,2.560993,298.8464
Wrist,Top Steel shiny,0.140717,-2.861023E-06,2.585156,2.588983,298.8585
Wrist,Top Steel shiny,0.140717,-2.861023E-06,2.585156,2.588983,298.8708
Wrist,Top Steel shiny,0.1479334,-3.099442E-06,2.613018,2.617203,298.8826
Wrist,Top Steel shiny,0.1549985,-2.861023E-06,2.640991,2.645535,298.9019
Wrist,Top Steel shiny,0.1619307,-2.980232E-06,2.669072,2.67398,298.9238
Wrist,Top Steel shiny,0.1686673,-2.622604E-06,2.697207,2.702476,298.946
Wrist,Top Steel shiny,0.1751122,-2.622604E-06,2.725271,2.730891,298.9683
Wrist,Top Steel shiny,0.1811594,-3.099442E-06,2.753088,2.759042,298.9904
Wrist,Top Steel shiny,0.186757,-2.861023E-06,2.78047,2.786735,299.0128
Wrist,Top Steel shiny,0.1918306,-2.741814E-06,2.807311,2.813857,299.035
Wrist,Top Steel shiny,0.2001721,-2.861023E-06,2.859033,2.866032,299.0569
Wrist,Top Steel shiny,0.203332,-2.622604E-06,2.883317,2.890478,299.079
Wrist,Top Steel shiny,0.2058843,-2.861023E-06,2.906635,2.913918,299.1018
Wrist,Top Steel shiny,0.2078595,-2.741814E-06,2.929014,2.93638,299.1238
Wrist,Top Steel shiny,0.2093204,-2.741814E-06,2.950488,2.957904,299.146
Wrist,Top Steel shiny,0.210384,-2.741814E-06,2.971173,2.978612,299.1691
Wrist,Top Steel shiny,0.211211,-2.622604E-06,2.991336,2.998783,299.1937
Wrist,Top Steel shiny,0.2119526,-2.980232E-06,3.011189,3.01864,299.2142
Wrist,Top Steel shiny,0.2127914,-2.861023E-06,3.030864,3.038325,299.2351
Wrist,Top Steel shiny,0.2153923,-2.980232E-06,3.069551,3.077099,299.2568
Wrist,Top Steel shiny,0.2173349,-2.741814E-06,3.088016,3.095654,299.2791
Wrist,Top Steel shiny,0.2199013,-3.099442E-06,3.106246,3.114021,299.3015
Wrist,Top Steel shiny,0.2232091,-2.741814E-06,3.124306,3.132269,299.3237
Wrist,Top Steel shiny,0.2274049,-2.980232E-06,3.142196,3.150414,299.3462
Wrist,Top Steel shiny,0.2325221,-3.099442E-06,3.160141,3.168684,299.3683
Wrist,Top Steel shiny,0.2385764,-2.861023E-06,3.178239,3.187181,299.3904
Wrist,Top Steel shiny,0.2456352,-2.980232E-06,3.196456,3.20588,299.4124
Wrist,Top Steel shiny,0.2537872,-3.099442E-06,3.214735,3.224737,299.4349
Wrist,Top Steel shiny,0.2736598,-2.622604E-06,3.251335,3.262832,299.4567
Wrist,Top Steel shiny,0.2854457,-2.741814E-06,3.269325,3.281763,299.4791
Wrist,Top Steel shiny,0.2981254,-2.741814E-06,3.287603,3.301093,299.5015
Wrist,Top Steel shiny,0.3113428,-2.741814E-06,3.306304,3.32093,299.5234
Wrist,Top Steel shiny,0.324721,-2.980232E-06,3.325446,3.341263,299.5457
Wrist,Top Steel shiny,0.3379576,-2.503395E-06,3.345129,3.362158,299.5682
Wrist,Top Steel shiny,0.3507928,-2.622604E-06,3.365482,3.383714,299.5906
Wrist,Top Steel shiny,0.3630454,-2.145767E-06,3.386574,3.405978,299.6122
Wrist,Top Steel shiny,0.3746523,-2.264977E-06,3.408088,3.428619,299.6237
Wrist,Top Steel shiny,0.3856167,-2.503395E-06,3.429718,3.451328,299.6389
Wrist,Top Steel shiny,0.3856167,-2.503395E-06,3.429718,3.451328,299.652
Wrist,Top Steel shiny,0.3958995,-2.384186E-06,3.451545,3.474176,299.6615
Wrist,Top Steel shiny,0.3958995,-2.384186E-06,3.451545,3.474176,299.6749
Wrist,Top Steel shiny,0.4053894,-2.145767E-06,3.47396,3.497533,299.6865
Wrist,Top Steel shiny,0.4139715,-3.099442E-06,3.497091,3.521508,299.7001
Wrist,Top Steel shiny,0.4139715,-3.099442E-06,3.497091,3.521508,299.7129
Wrist,Top Steel shiny,0.4215497,-3.33786E-06,3.520875,3.546021,299.7234
Wrist,Top Steel shiny,0.427889,-3.33786E-06,3.54514,3.570869,299.7378
Wrist,Top Steel shiny,0.4328176,-3.218651E-06,3.569851,3.595993,299.7567
Wrist,Top Steel shiny,0.4360947,-3.33786E-06,3.595182,3.621534,299.7789
Wrist,Top Steel shiny,0.4376053,-3.218651E-06,3.621239,3.647584,299.8019
Wrist,Top Steel shiny,0.4373228,-3.457069E-06,3.647971,3.674091,299.8323
Wrist,Top Steel shiny,0.4355204,-3.099442E-06,3.674837,3.700555,299.8452
Wrist,Top Steel shiny,0.4325811,-3.576279E-06,3.701338,3.726531,299.8682
Wrist,Top Steel shiny,0.4286708,-3.33786E-06,3.727367,3.751936,299.8899
Wrist,Top Steel shiny,0.4240181,-3.457069E-06,3.752789,3.776667,299.9125
Wrist,Top Steel shiny,0.4188346,-3.33786E-06,3.777437,3.800586,299.9352
Wrist,Top Steel shiny,0.407339,-3.457069E-06,3.824315,3.845947,299.9567
Wrist,Top Steel shiny,0.4010414,-3.099442E-06,3.846803,3.867651,299.986
Wrist,Top Steel shiny,0.3942842,-3.218651E-06,3.869215,3.889252,300.0059
Wrist,Top Steel shiny,0.3859771,-2.861023E-06,3.148954,3.172521,0.02514648
Wrist,Top Steel shiny,0.3858566,-2.622604E-06,3.149027,3.172578,0.04370117
Wrist,Top Steel shiny,0.3852522,-2.861023E-06,3.149672,3.173146,0.06896973
Wrist,Top Steel shiny,0.3852522,-2.861023E-06,3.149672,3.173146,0.08740234
Wrist,Top Steel shiny,0.3847951,-2.861023E-06,3.150161,3.173575,0.09997559
Wrist,Top Steel shiny,0.3842712,-3.099442E-06,3.150698,3.174045,0.1119385
Wrist,Top Steel shiny,0.3842712,-3.099442E-06,3.150698,3.174045,0.1240234
Wrist,Top Steel shiny,0.3837166,-2.622604E-06,3.151307,3.174582,0.135376
Wrist,Top Steel shiny,0.3831417,-2.622604E-06,3.152104,3.175304,0.1502686
Wrist,Top Steel shiny,0.3831417,-2.622604E-06,3.152104,3.175304,0.1638184
Wrist,Top Steel shiny,0.3825638,-2.861023E-06,3.153124,3.176247,0.1760254
Wrist,Top Steel shiny,0.3820084,-2.622604E-06,3.154298,3.177346,0.1901855
Wrist,Top Steel shiny,0.3820084,-2.622604E-06,3.154298,3.177346,0.2042236
Wrist,Top Steel shiny,0.3814988,-2.861023E-06,3.155517,3.178494,0.2137451
Wrist,Top Steel shiny,0.3814988,-2.861023E-06,3.155517,3.178494,0.2268066
Wrist,Top Steel shiny,0.3810609,-3.099442E-06,3.156659,3.179576,0.2438965
Wrist,Top Steel shiny,0.380693,-2.861023E-06,3.157747,3.180612,0.2570801
Wrist,Top Steel shiny,0.3804085,-2.861023E-06,3.158811,3.181634,0.2698975
Wrist,Top Steel shiny,0.3804085,-2.861023E-06,3.158811,3.181634,0.2832031
Wrist,Top Steel shiny,0.3802161,-2.861023E-06,3.159886,3.182679,0.2949219
Wrist,Top Steel shiny,0.3802161,-2.861023E-06,3.159886,3.182679,0.3078613
Wrist,Top Steel shiny,0.3801658,-2.861023E-06,3.160966,3.183745,0.3217773
Wrist,Top Steel shiny,0.3803008,-3.099442E-06,3.162012,3.184799,0.3337402
Wrist,Top Steel shiny,0.3803008,-3.099442E-06,3.162012,3.184799,0.3461914
Wrist,Top Steel shiny,0.3807235,-2.622604E-06,3.162923,3.185755,0.3568115
Wrist,Top Steel shiny,0.3815615,-2.861023E-06,3.16368,3.186606,0.376709
Wrist,Top Steel shiny,0.3828805,-2.861023E-06,3.164258,3.187339,0.4002686
Wrist,Top Steel shiny,0.384717,-2.861023E-06,3.16466,3.187959,0.4211426
Wrist,Top Steel shiny,0.3870909,-3.099442E-06,3.164914,3.188498,0.4434814
Wrist,Top Steel shiny,0.3899761,-3.099442E-06,3.165139,3.189073,0.4666748
Wrist,Top Steel shiny,0.3932874,-2.622604E-06,3.165448,3.189786,0.487915
Wrist,Top Steel shiny,0.4005945,-2.861023E-06,3.166692,3.19193,0.5106201
Wrist,Top Steel shiny,0.4043453,-2.622604E-06,3.167688,3.19339,0.5336914
Wrist,Top Steel shiny,0.4080401,-2.861023E-06,3.168809,3.194972,0.5545654
Wrist,Top Steel shiny,0.4116319,-2.861023E-06,3.169903,3.196518,0.5770264
Wrist,Top Steel shiny,0.4151357,-2.861023E-06,3.170876,3.197936,0.5996094
Wrist,Top Steel shiny,0.4186003,-3.099442E-06,3.171682,3.199186,0.62146
Wrist,Top Steel shiny,0.4220349,-2.861023E-06,3.172297,3.200247,0.6433105
Wrist,Top Steel shiny,0.4253703,-3.099442E-06,3.172655,3.201043,0.6665039
Wrist,Top Steel shiny,0.4285627,-2.622604E-06,3.172826,3.201639,0.6877441
Wrist,Top Steel shiny,0.4347779,-2.861023E-06,3.1724,3.202055,0.7098389
Wrist,Top Steel shiny,0.4379349,-3.099442E-06,3.171531,3.201624,0.7330322
Wrist,Top Steel shiny,0.4414549,-2.861023E-06,3.169962,3.200554,0.7542725
Wrist,Top Steel shiny,0.4457312,-2.622604E-06,3.167366,3.198575,0.7768555
Wrist,Top Steel shiny,0.4510565,-2.861023E-06,3.163789,3.19578,0.7999268
Wrist,Top Steel shiny,0.457457,-2.861023E-06,3.159403,3.19235,0.8210449
Wrist,Top Steel shiny,0.4647852,-2.622604E-06,3.154476,3.188533,0.8431396
Wrist,Top Steel shiny,0.4728804,-3.099442E-06,3.149162,3.184468,0.8664551
Wrist,Top Steel shiny,0.4816505,-2.622604E-06,3.14346,3.180146,0.8875732
Wrist,Top Steel shiny,0.5007321,-2.861023E-06,3.13075,3.17054,0.9099121
Wrist,Top Steel shiny,0.5106159,-2.622604E-06,3.12387,3.165327,0.9331055
Wrist,Top Steel shiny,0.5206466,-2.861023E-06,3.116472,3.159663,0.9543457
Wrist,Top Steel shiny,0.5308776,-2.861023E-06,3.108424,3.153432,0.9765625
Wrist,Top Steel shiny,0.5412385,-2.861023E-06,3.09969,3.146588,0.9997559
Wrist,Top Steel shiny,0.5514588,-2.622604E-06,3.090453,3.139269,1.020996
Wrist,Top Steel shiny,0.561235,-2.861023E-06,3.080872,3.131574,1.043091
