Intersecting Volume,Volume Flux,Time Stamp
0,0,298.7671
0,0,298.7832
0,0,298.7953
0,0,298.8055
0,0,298.8179
0,0,298.8325
0,0,298.8464
0,0,298.8585
0,0,298.8708
0,0,298.8826
0,0,298.9019
0,0,298.9238
0,0,298.946
0,0,298.9683
0,0,298.9904
0,0,299.0128
0,0,299.035
0,0,299.0569
0,0,299.079
0,0,299.1018
0,0,299.1238
0,0,299.146
0,0,299.1691
0,0,299.1937
0,0,299.2142
0,0,299.2351
0,0,299.2568
0,0,299.2791
0,0,299.3015
0,0,299.3237
0,0,299.3462
0,0,299.3683
0,0,299.3904
0,0,299.4124
0,0,299.4349
0,0,299.4567
0,0,299.4791
0,0,299.5015
0,0,299.5234
0,0,299.5457
0,0,299.5682
0,0,299.5906
0,0,299.6122
0,0,299.6237
0,0,299.6389
0,0,299.652
0,0,299.6615
0,0,299.6749
0,0,299.6865
0,0,299.7001
0,0,299.7129
0,0,299.7234
0,0,299.7378
0,0,299.7567
0,0,299.7789
0,0,299.8019
0,0,299.8323
0,0,299.8452
0,0,299.8682
0,0,299.8899
0,0,299.9125
0,0,299.9352
0,0,299.9567
0,0,299.986
0,0,300.0059
0,0,0.02514648
0,0,0.04370117
0,0,0.06896973
0,0,0.08740234
0,0,0.09997559
0,0,0.1119385
0,0,0.1240234
0,0,0.135376
0,0,0.1502686
0,0,0.1638184
0,0,0.1760254
0,0,0.1901855
0,0,0.2042236
0,0,0.2137451
0,0,0.2268066
0,0,0.2438965
0,0,0.2570801
0,0,0.2698975
0,0,0.2832031
0,0,0.2949219
0,0,0.3078613
0,0,0.3217773
0,0,0.3337402
0,0,0.3461914
0,0,0.3568115
0,0,0.376709
0,0,0.4002686
0,0,0.4211426
0,0,0.4434814
0,0,0.4666748
0,0,0.487915
0,0,0.5106201
0,0,0.5336914
0,0,0.5545654
0,0,0.5770264
0,0,0.5996094
0,0,0.62146
0,0,0.6433105
0,0,0.6665039
0,0,0.6877441
0,0,0.7098389
0,0,0.7330322
0,0,0.7542725
0,0,0.7768555
0,0,0.7999268
0,0,0.8210449
0,0,0.8431396
0,0,0.8664551
0,0,0.8875732
0,0,0.9099121
0,0,0.9331055
0,0,0.9543457
0,0,0.9765625
0,0,0.9997559
0,0,1.020996
0,0,1.043091
0,0,1.066772
0,0,1.087769
0,0,1.101196
0,0,1.113403
0,0,1.125854
0,0,1.136963
0,0,1.151489
0,0,1.166626
0,0,1.176147
0,0,1.189575
0,0,1.202881
0,0,1.220825
0,0,1.243652
0,0,1.266357
0,0,1.287476
0,0,1.309692
0,0,1.332764
0,0,1.354248
0,0,1.376343
0,0,1.39978
0,0,1.420898
0,0,1.442749
0,0,1.466064
0,0,1.487549
0,0,1.509644
0,0,1.532471
0,0,1.554077
0,0,1.576294
0,0,1.599243
0,0,1.620728
0,0,1.642822
0,0,1.665649
0,0,1.687256
0,0,1.709717
0,0,1.732422
0,0,1.75415
0,0,1.776489
0,0,1.799438
0,0,1.820679
0,0,1.842651
0,0,1.866333
0,0,1.887207
0,0,1.909546
0,0,1.932617
0,0,1.945435
0,0,1.956299
0,0,1.970337
0,0,1.983276
0,0,1.994873
0,0,2.014771
0,0,2.026611
0,0,2.036621
0,0,2.052124
0,0,2.065796
0,0,2.087158
0,0,2.109375
0,0,2.132446
0,0,2.153809
0,0,2.175903
0,0,2.198853
0,0,2.220337
0,0,2.242676
0,0,2.265259
0,0,2.287109
0,0,2.30957
0,0,2.332031
0,0,2.353882
0,0,2.376465
0,0,2.398438
0,0,2.42041
0,0,2.442505
0,0,2.464966
0,0,2.486938
0,0,2.51001
0,0,2.531494
0,0,2.553711
0,0,2.576172
0,0,2.598267
0,0,2.620483
0,0,2.642334
0,0,2.665527
0,0,2.68689
0,0,2.708862
0,0,2.731934
0,0,2.753296
0,0,2.775513
0,0,2.797852
0,0,2.820557
0,0,2.83252
0,0,2.846069
0,0,2.856689
0,0,2.871216
0,0,2.883545
0,0,2.899658
0,0,2.911377
0,0,2.92334
0,0,2.934204
0,0,2.948242
0,0,2.957886
0,0,2.977905
0,0,2.990112
0,0,3.003906
0,0,3.01355
0,0,3.026001
0,0,3.036743
0,0,3.053833
0,0,3.075439
0,0,3.097656
0,0,3.120483
0,0,3.142334
0,0,3.164429
0,0,3.186646
0,0,3.208618
0,0,3.231201
0,0,3.253296
0,0,3.275513
0,0,3.29834
0,0,3.319946
0,0,3.342163
0,0,3.36438
0,0,3.386719
0,0,3.408691
0,0,3.431152
0,0,3.454102
0,0,3.475342
0,0,3.497803
0,0,3.519775
0,0,3.542358
0,0,3.56543
0,0,3.604248
0,0,3.618286
0,0,3.630859
0,0,3.653564
0,0,3.675415
0,0,3.697754
0,0,3.719604
0,0,3.741943
0,0,3.764404
0,0,3.786255
0,0,3.808594
0,0,3.831177
0,0,3.853027
0,0,3.875122
0,0,3.897339
0,0,3.919922
0,0,3.941772
0,0,3.963989
0,0,3.986084
0,0,4.008545
0,0,4.03064
0,0,4.052856
0,0,4.075439
0,0,4.097168
0,0,4.119507
0,0,4.141846
0,0,4.163818
0,0,4.186157
0,0,4.208252
0,0,4.230835
0,0,4.252686
0,0,4.275024
0,0,4.297363
0,0,4.319458
0,0,4.341553
0,0,4.363892
0,0,4.375977
0,0,4.390015
0,0,4.405762
0,0,4.418579
0,0,4.431641
0,0,4.44458
0,0,4.454712
0,0,4.467285
0,0,4.477539
0,0,4.49707
0,0,4.519775
0,0,4.541748
0,0,4.563599
0,0,4.586548
0,0,4.60791
0,0,4.630493
0,0,4.65271
0,0,4.675049
0,0,4.697754
0,0,4.719727
0,0,4.741455
0,0,4.763672
0,0,4.785767
0,0,4.807983
0,0,4.8302
0,0,4.852783
0,0,4.875
0,0,4.896973
0,0,4.919189
0,0,4.941528
0,0,4.963501
0,0,4.985962
0,0,5.008057
0,0,5.030396
0,0,5.052612
0,0,5.075073
0,0,5.096802
0,0,5.119385
0,0,5.141357
0,0,5.163818
0,0,5.185669
0,0,5.208008
0,0,5.220093
0,0,5.232666
0,0,5.24585
0,0,5.258789
0,0,5.272705
0,0,5.286011
0,0,5.296509
0,0,5.30896
0,0,5.321655
0,0,5.331909
0,0,5.344849
0,0,5.355713
0,0,5.369019
0,0,5.381714
0,0,5.393188
0,0,5.408691
0,0,5.420654
0,0,5.431763
0,0,5.444702
0,0,5.463135
0,0,5.486206
0,0,5.509766
0,0,5.531616
0,0,5.552368
0,0,5.574585
0,0,5.596558
0,0,5.619141
0,0,5.641479
0,0,5.663574
0,0,5.686157
0,0,5.707886
0,0,5.729736
0,0,5.752197
0,0,5.774292
0,0,5.796753
0,0,5.819092
0,0,5.84082
0,0,5.863159
0,0,5.885498
0,0,5.907593
0,0,5.929932
