Particles in Bath,Particles in Bin 1,Particles in Bin 2,Total particles,Time Stamp
445,179,110,750,295.0688
445,179,110,750,295.1057
445,179,110,750,295.1726
445,179,110,750,295.2241
445,179,110,750,295.2612
445,179,110,750,295.3054
445,179,110,750,295.3809
445,179,110,750,295.417
445,179,110,750,295.4614
445,179,110,750,295.5061
445,179,110,750,295.5728
445,179,110,750,295.6167
445,179,110,750,295.6614
445,179,110,750,295.7058
445,179,110,750,295.7554
445,179,110,750,295.8088
445,179,110,750,295.853
445,179,110,750,295.9121
445,179,110,750,295.9529
445,179,110,750,296.0088
445,179,110,750,296.0564
445,179,110,750,296.1084
445,179,110,750,296.1541
445,179,110,750,296.2014
445,179,110,750,296.2524
445,179,110,750,296.3064
445,179,110,750,296.3555
445,179,110,750,296.4084
445,179,110,750,296.4683
445,179,110,750,296.5068
445,179,110,750,296.5525
445,179,110,750,296.6199
445,179,110,750,296.6555
445,179,110,750,296.7075
445,179,110,750,296.7551
445,179,110,750,296.8098
445,179,110,750,296.8604
445,179,110,750,296.9082
445,179,110,750,296.9526
445,179,110,750,297.0012
445,179,110,750,297.061
445,179,110,750,297.1077
445,179,110,750,297.1621
445,179,110,750,297.2134
445,179,110,750,297.2517
445,179,110,750,297.3125
445,179,110,750,297.3535
445,179,110,750,297.4082
445,179,110,750,297.4558
445,179,110,750,297.5081
445,179,110,750,297.5645
445,179,110,750,297.605
445,179,110,750,297.6528
445,179,110,750,297.7085
445,179,110,750,297.7603
445,179,110,750,297.8093
445,179,110,750,297.854
445,179,110,750,297.9048
445,179,110,750,297.9548
445,179,110,750,298.0151
445,179,110,750,298.0596
445,179,110,750,298.1125
445,179,110,750,298.1687
445,179,110,750,298.2075
445,179,110,750,298.2546
445,179,110,750,298.3076
445,179,110,750,298.3523
445,179,110,750,298.4126
445,179,110,750,298.4604
445,179,110,750,298.52
445,179,110,750,298.5515
445,179,110,750,298.6047
445,179,110,750,298.6563
445,179,110,750,298.7151
445,179,110,750,298.7595
445,179,110,750,298.812
445,179,110,750,298.8711
445,179,110,750,298.915
445,179,110,750,298.968
445,179,110,750,299.0044
445,179,110,750,299.071
445,179,110,750,299.1223
445,179,110,750,299.1594
445,179,110,750,299.2043
445,179,110,750,299.2781
445,179,110,750,299.3149
445,179,110,750,299.3591
445,179,110,750,299.4082
445,179,110,750,299.4536
445,179,110,750,299.5193
445,179,110,750,299.5598
445,179,110,750,299.6079
445,179,110,750,299.6575
445,179,110,750,299.7061
445,179,110,750,299.7527
445,179,110,750,299.8118
445,179,110,750,299.8591
445,179,110,750,299.9077
445,179,110,750,299.9597
750,0,0,750,0.0234375
750,0,0,750,0.07275391
750,0,0,750,0.1242676
750,0,0,750,0.1706543
