Transform Name,Closest collider,Distance X,Distance Y,Distance Z,Magnitude,Time Stamp
Wrist,Top Steel shiny,0.9127778,-4.291534E-06,1.733007,1.958693,298.5515
Wrist,Top Steel shiny,0.9127778,-4.291534E-06,1.733007,1.958693,298.5669
Wrist,Top Steel shiny,0.9142279,-4.172325E-06,1.739408,1.965033,298.5776
Wrist,Top Steel shiny,0.9142279,-4.172325E-06,1.739408,1.965033,298.5908
Wrist,Top Steel shiny,0.9159583,-4.053116E-06,1.744453,1.970304,298.6047
Wrist,Top Steel shiny,0.9173912,-4.053116E-06,1.747148,1.973356,298.6265
Wrist,Top Steel shiny,0.9186172,-4.291534E-06,1.743977,1.971119,298.6563
Wrist,Top Steel shiny,0.918508,-4.053116E-06,1.73922,1.966861,298.6724
Wrist,Top Steel shiny,0.9184956,-4.291534E-06,1.733838,1.962098,298.6929
Wrist,Top Steel shiny,0.9189171,-4.410744E-06,1.728645,1.957709,298.7151
Wrist,Top Steel shiny,0.9194869,-4.410744E-06,1.724135,1.953996,298.7378
Wrist,Top Steel shiny,0.9201869,-4.410744E-06,1.720356,1.950992,298.7595
Wrist,Top Steel shiny,0.9210147,-4.410744E-06,1.717072,1.948488,298.782
Wrist,Top Steel shiny,0.9217138,-4.172325E-06,1.710054,1.942638,298.812
Wrist,Top Steel shiny,0.9217138,-4.172325E-06,1.710054,1.942638,298.8267
Wrist,Top Steel shiny,0.9211769,-4.172325E-06,1.705647,1.938504,298.8484
Wrist,Top Steel shiny,0.918826,-4.291534E-06,1.695376,1.928352,298.8711
Wrist,Top Steel shiny,0.9175019,-4.172325E-06,1.690109,1.923091,298.8933
Wrist,Top Steel shiny,0.916541,-4.291534E-06,1.685269,1.918379,298.915
Wrist,Top Steel shiny,0.9159998,-4.529953E-06,1.681021,1.91439,298.9382
Wrist,Top Steel shiny,0.915997,-4.410744E-06,1.677095,1.910942,298.968
Wrist,Top Steel shiny,0.9158959,-4.172325E-06,1.672577,1.906929,298.9814
Wrist,Top Steel shiny,0.9152302,-4.172325E-06,1.666873,1.901607,299.0044
Wrist,Top Steel shiny,0.9140252,-4.291534E-06,1.658641,1.893814,299.0264
Wrist,Top Steel shiny,0.9114866,-4.529953E-06,1.647385,1.882733,299.0483
Wrist,Top Steel shiny,0.9054682,-4.410744E-06,1.623282,1.85874,299.071
Wrist,Top Steel shiny,0.9030125,-4.529953E-06,1.611019,1.846839,299.093
Wrist,Top Steel shiny,0.9017231,-4.410744E-06,1.601133,1.837588,299.1223
Wrist,Top Steel shiny,0.9014949,-4.172325E-06,1.593835,1.831121,299.1375
Wrist,Top Steel shiny,0.9022521,-4.410744E-06,1.588453,1.826812,299.1594
Wrist,Top Steel shiny,0.9033033,-4.053116E-06,1.584417,1.823824,299.1816
Wrist,Top Steel shiny,0.9042849,-4.053116E-06,1.581089,1.821421,299.2043
Wrist,Top Steel shiny,0.9050211,-4.291534E-06,1.578024,1.819127,299.2261
Wrist,Top Steel shiny,0.9054582,-4.410744E-06,1.575711,1.817339,299.2488
Wrist,Top Steel shiny,0.9048957,-4.529953E-06,1.569062,1.811296,299.2781
Wrist,Top Steel shiny,0.9037513,-4.529953E-06,1.565484,1.807625,299.2927
Wrist,Top Steel shiny,0.9028904,-4.291534E-06,1.562881,1.80494,299.3149
Wrist,Top Steel shiny,0.9025847,-4.053116E-06,1.561839,1.803885,299.3374
Wrist,Top Steel shiny,0.9028048,-4.291534E-06,1.561965,1.804103,299.3591
Wrist,Top Steel shiny,0.9030117,-4.410744E-06,1.561897,1.804149,299.3735
Wrist,Top Steel shiny,0.9030117,-4.410744E-06,1.561897,1.804149,299.3862
Wrist,Top Steel shiny,0.9035265,-4.529953E-06,1.562984,1.805347,299.3958
Wrist,Top Steel shiny,0.9035265,-4.529953E-06,1.562984,1.805347,299.4082
Wrist,Top Steel shiny,0.9039773,-4.172325E-06,1.563579,1.806088,299.4272
Wrist,Top Steel shiny,0.9037985,-4.410744E-06,1.562431,1.805005,299.4404
Wrist,Top Steel shiny,0.9027523,-4.529953E-06,1.561007,1.803249,299.4536
Wrist,Top Steel shiny,0.9027523,-4.529953E-06,1.561007,1.803249,299.4668
Wrist,Top Steel shiny,0.9015321,-4.291534E-06,1.560115,1.801865,299.4768
Wrist,Top Steel shiny,0.9015321,-4.291534E-06,1.560115,1.801865,299.4895
Wrist,Top Steel shiny,0.9004683,-4.410744E-06,1.560145,1.801359,299.4995
Wrist,Top Steel shiny,0.8997115,-4.053116E-06,1.561176,1.801875,299.5193
Wrist,Top Steel shiny,0.8991491,-4.291534E-06,1.563014,1.803187,299.5322
Wrist,Top Steel shiny,0.8991491,-4.291534E-06,1.563014,1.803187,299.5449
Wrist,Top Steel shiny,0.8985004,-4.053116E-06,1.565284,1.804831,299.5598
Wrist,Top Steel shiny,0.8976149,-4.291534E-06,1.567776,1.806553,299.574
Wrist,Top Steel shiny,0.8976149,-4.291534E-06,1.567776,1.806553,299.5867
Wrist,Top Steel shiny,0.8963799,-4.410744E-06,1.570265,1.808101,299.5959
Wrist,Top Steel shiny,0.8963799,-4.410744E-06,1.570265,1.808101,299.6079
Wrist,Top Steel shiny,0.8948714,-4.291534E-06,1.57261,1.809391,299.6189
Wrist,Top Steel shiny,0.8930096,-4.529953E-06,1.574703,1.810292,299.6323
Wrist,Top Steel shiny,0.8906114,-4.291534E-06,1.576416,1.810601,299.6575
Wrist,Top Steel shiny,0.8906114,-4.291534E-06,1.576416,1.810601,299.6704
Wrist,Top Steel shiny,0.8877468,-4.291534E-06,1.57781,1.810409,299.6812
Wrist,Top Steel shiny,0.8846428,-4.291534E-06,1.579054,1.809974,299.6934
Wrist,Top Steel shiny,0.8846428,-4.291534E-06,1.579054,1.809974,299.7061
Wrist,Top Steel shiny,0.8813891,-4.410744E-06,1.580164,1.809355,299.7168
Wrist,Top Steel shiny,0.8813891,-4.410744E-06,1.580164,1.809355,299.7285
Wrist,Top Steel shiny,0.877969,-4.172325E-06,1.581185,1.808583,299.7388
Wrist,Top Steel shiny,0.8743598,-4.291534E-06,1.58211,1.807644,299.7527
Wrist,Top Steel shiny,0.8743598,-4.291534E-06,1.58211,1.807644,299.7661
Wrist,Top Steel shiny,0.8707108,-4.291534E-06,1.582871,1.806549,299.7759
Wrist,Top Steel shiny,0.8707108,-4.291534E-06,1.582871,1.806549,299.7886
Wrist,Top Steel shiny,0.8671286,-4.172325E-06,1.583412,1.805299,299.7988
Wrist,Top Steel shiny,0.8635671,-4.529953E-06,1.583761,1.803898,299.8118
Wrist,Top Steel shiny,0.8635671,-4.529953E-06,1.583761,1.803898,299.8264
Wrist,Top Steel shiny,0.8599662,-4.053116E-06,1.583934,1.802329,299.8372
Wrist,Top Steel shiny,0.8599662,-4.053116E-06,1.583934,1.802329,299.8489
Wrist,Top Steel shiny,0.8564546,-4.410744E-06,1.584059,1.800765,299.8591
Wrist,Top Steel shiny,0.8531551,-4.172325E-06,1.584196,1.79932,299.8738
Wrist,Top Steel shiny,0.8531551,-4.172325E-06,1.584196,1.79932,299.8857
Wrist,Top Steel shiny,0.8501868,-4.410744E-06,1.584402,1.798095,299.895
Wrist,Top Steel shiny,0.8501868,-4.410744E-06,1.584402,1.798095,299.9077
Wrist,Top Steel shiny,0.8475868,-4.410744E-06,1.584861,1.797273,299.9192
Wrist,Top Steel shiny,0.8453771,-4.410744E-06,1.585688,1.796961,299.9321
Wrist,Top Steel shiny,0.8453771,-4.410744E-06,1.585688,1.796961,299.9453
Wrist,Top Steel shiny,0.8436436,-4.529953E-06,1.586858,1.797179,299.9597
Wrist,Top Steel shiny,0.8423662,-4.410744E-06,1.588446,1.797983,299.9736
Wrist,Top Steel shiny,0.8423662,-4.410744E-06,1.588446,1.797983,299.9863
Wrist,Top Steel shiny,0.8414602,-4.410744E-06,1.590344,1.799235,299.9961
Wrist,Top Steel shiny,0.3857934,-2.861023E-06,3.149013,3.172557,0.0234375
Wrist,Top Steel shiny,0.3851064,-2.861023E-06,3.149267,3.172726,0.04418945
Wrist,Top Steel shiny,0.3838403,-2.861023E-06,3.150053,3.173353,0.05761719
Wrist,Top Steel shiny,0.3820249,-3.099442E-06,3.15158,3.174649,0.07275391
Wrist,Top Steel shiny,0.3820249,-3.099442E-06,3.15158,3.174649,0.08569336
Wrist,Top Steel shiny,0.3797629,-2.622604E-06,3.154013,3.176794,0.09643555
Wrist,Top Steel shiny,0.3797629,-2.622604E-06,3.154013,3.176794,0.1096191
Wrist,Top Steel shiny,0.3770463,-2.622604E-06,3.15756,3.179992,0.1242676
Wrist,Top Steel shiny,0.3738651,-2.861023E-06,3.162383,3.184406,0.1367188
Wrist,Top Steel shiny,0.3738651,-2.861023E-06,3.162383,3.184406,0.1484375
Wrist,Top Steel shiny,0.3702061,-2.861023E-06,3.168513,3.190067,0.1586914
Wrist,Top Steel shiny,0.3660856,-2.861023E-06,3.175864,3.196893,0.1706543
Wrist,Top Steel shiny,0.3660856,-2.861023E-06,3.175864,3.196893,0.1843262
Wrist,Top Steel shiny,0.3614035,-3.099442E-06,3.184287,3.20473,0.1962891
Wrist,Top Steel shiny,0.3560897,-2.861023E-06,3.193613,3.213404,0.2099609
Wrist,Top Steel shiny,0.3560897,-2.861023E-06,3.193613,3.213404,0.2231445
Wrist,Top Steel shiny,0.3499815,-2.861023E-06,3.203715,3.222775,0.2329102
Wrist,Top Steel shiny,0.3499815,-2.861023E-06,3.203715,3.222775,0.2451172
Wrist,Top Steel shiny,0.3429837,-2.861023E-06,3.214536,3.232782,0.2563477
Wrist,Top Steel shiny,0.3429837,-2.861023E-06,3.214536,3.232782,0.2683105
Wrist,Top Steel shiny,0.335214,-2.622604E-06,3.226115,3.243484,0.279541
Wrist,Top Steel shiny,0.3269798,-2.861023E-06,3.238369,3.254835,0.2915039
Wrist,Top Steel shiny,0.3269798,-2.861023E-06,3.238369,3.254835,0.3027344
Wrist,Top Steel shiny,0.3184767,-3.099442E-06,3.251222,3.266783,0.3129883
