Transform Name,Closest collider,Distance X,Distance Y,Distance Z,Magnitude,Time Stamp
Box002,Bottom Drip,0.6316704,-2.235174E-08,2.131527,2.223154,298.5515
Box002,Bottom Drip,0.6316704,-2.235174E-08,2.131527,2.223154,298.5669
Box002,Bottom Drip,0.6332825,-2.235174E-08,2.133945,2.22593,298.5776
Box002,Bottom Drip,0.6332825,-2.235174E-08,2.133945,2.22593,298.5908
Box002,Bottom Drip,0.6327099,-2.235174E-08,2.133609,2.225446,298.6047
Box002,Bottom Drip,0.6334552,-2.235174E-08,2.132476,2.224572,298.6265
Box002,Bottom Drip,0.6336321,-2.235174E-08,2.129978,2.222227,298.6563
Box002,Bottom Drip,0.6341544,-2.235174E-08,2.129525,2.221942,298.6724
Box002,Bottom Drip,0.6346478,-2.235174E-08,2.130006,2.222544,298.6929
Box002,Bottom Drip,0.6347108,-2.235174E-08,2.131221,2.223726,298.7151
Box002,Bottom Drip,0.6350631,-2.235174E-08,2.131588,2.224179,298.7378
Box002,Bottom Drip,0.6349999,-2.235174E-08,2.131817,2.22438,298.7595
Box002,Bottom Drip,0.6342322,-2.235174E-08,2.132417,2.224737,298.782
Box002,Bottom Drip,0.6335126,-2.235174E-08,2.132956,2.225048,298.812
Box002,Bottom Drip,0.6335126,-2.235174E-08,2.132956,2.225048,298.8267
Box002,Bottom Drip,0.6318711,-2.235174E-08,2.133752,2.225345,298.8484
Box002,Bottom Drip,0.63169,-2.235174E-08,2.132403,2.224,298.8711
Box002,Bottom Drip,0.6312869,-2.235174E-08,2.132704,2.224174,298.8933
Box002,Bottom Drip,0.6315439,-2.235174E-08,2.133766,2.225266,298.915
Box002,Bottom Drip,0.6309893,-2.235174E-08,2.134802,2.226101,298.9382
Box002,Bottom Drip,0.6318017,-1.490116E-08,2.13648,2.227941,298.968
Box002,Bottom Drip,0.6291091,-1.490116E-08,2.13477,2.225539,298.9814
Box002,Bottom Drip,0.6275347,-1.490116E-08,2.133967,2.224323,299.0044
Box002,Bottom Drip,0.6275336,-7.450581E-09,2.133995,2.22435,299.0264
Box002,Bottom Drip,0.6317298,-7.450581E-09,2.135278,2.226768,299.0483
Box002,Bottom Drip,0.6268201,-7.450581E-09,2.132285,2.222509,299.071
Box002,Bottom Drip,0.6255184,0,2.133073,2.222898,299.093
Box002,Bottom Drip,0.6266975,0,2.133377,2.223521,299.1223
Box002,Bottom Drip,0.6269953,0,2.132704,2.22296,299.1375
Box002,Bottom Drip,0.6267296,0,2.133044,2.223211,299.1594
Box002,Bottom Drip,0.626654,0,2.133148,2.223289,299.1816
Box002,Bottom Drip,0.6270677,0,2.133605,2.223844,299.2043
Box002,Bottom Drip,0.6286683,0,2.134141,2.224811,299.2261
Box002,Bottom Drip,0.6261213,0,2.133155,2.223146,299.2488
Box002,Bottom Drip,0.6260921,7.450581E-09,2.135527,2.225414,299.2781
Box002,Bottom Drip,0.6239237,1.490116E-08,2.135752,2.225021,299.2927
Box002,Bottom Drip,0.6230199,1.490116E-08,2.135516,2.224541,299.3149
Box002,Bottom Drip,0.6223801,2.235174E-08,2.135422,2.224271,299.3374
Box002,Bottom Drip,0.6208411,2.980232E-08,2.13601,2.224406,299.3591
Box002,Bottom Drip,0.620082,2.980232E-08,2.135526,2.223729,299.3735
Box002,Bottom Drip,0.620082,2.980232E-08,2.135526,2.223729,299.3862
