Intersecting Volume,Volume Flux,Time Stamp
0,0,299.552
0,0,299.5657
0,0,299.5769
0,0,299.5896
0,0,299.6047
0,0,299.6169
0,0,299.6428
0,0,299.6555
0,0,299.6687
0,0,299.6819
0,0,299.6936
0,0,299.7063
0,0,299.7161
0,0,299.7292
0,0,299.739
0,0,299.7522
0,0,299.7644
0,0,299.7751
0,0,299.7883
0,0,299.7986
0,0,299.8118
0,0,299.8259
0,0,299.8367
0,0,299.8489
0,0,299.8596
0,0,299.8811
0,0,299.8953
0,0,299.9075
0,0,299.9167
0,0,299.9294
0,0,299.9397
0,0,299.9519
0,0,299.9641
0,0,299.9753
0,0,299.988
0,0,299.9973
0,0,0.02587891
0,0,0.03759766
0,0,0.05566406
0,0,0.06738281
0,0,0.07763672
0,0,0.08935547
0,0,0.1000977
0,0,0.1264648
0,0,0.1396484
0,0,0.1542969
0,0,0.1665039
0,0,0.1777344
0,0,0.1894531
0,0,0.2006836
0,0,0.2182617
0,0,0.2304688
0,0,0.2456055
0,0,0.2583008
0,0,0.2719727
0,0,0.2866211
0,0,0.300293
0,0,0.3115234
0,0,0.3237305
0,0,0.3344727
0,0,0.3476563
0,0,0.3574219
0,0,0.3691406
0,0,0.3793945
0,0,0.390625
0,0,0.4018555
0,0,0.4130859
0,0,0.4243164
0,0,0.434082
0,0,0.4482422
0,0,0.4580078
0,0,0.4697266
0,0,0.4794922
0,0,0.4907227
0,0,0.5019531
0,0,0.5136719
0,0,0.5244141
0,0,0.5351563
0,0,0.5478516
0,0,0.5576172
0,0,0.5698242
0,0,0.5800781
0,0,0.5913086
0,0,0.6025391
0,0,0.6137695
0,0,0.625
0,0,0.6347656
0,0,0.6474609
0,0,0.6567383
0,0,0.6694336
0,0,0.6796875
0,0,0.690918
0,0,0.7016602
0,0,0.7138672
0,0,0.7250977
0,0,0.7348633
0,0,0.7475586
0,0,0.7573242
0,0,0.7695313
0,0,0.7797852
0,0,0.7910156
0,0,0.8017578
0,0,0.8139648
0,0,0.8251953
0,0,0.8354492
0,0,0.8476563
0,0,0.8574219
0,0,0.8710938
0,0,0.8818359
0,0,0.8950195
0,0,0.9067383
0,0,0.9169922
0,0,0.9306641
0,0,0.9453125
0,0,0.9575195
0,0,0.9702148
0,0,0.9941406
0,0,1.008301
0,0,1.021973
0,0,1.033203
0,0,1.046387
0,0,1.055664
0,0,1.068359
0,0,1.078125
0,0,1.089355
0,0,1.101074
0,0,1.112305
0,0,1.123535
0,0,1.134277
0,0,1.147461
0,0,1.157227
0,0,1.17041
0,0,1.181641
0,0,1.195313
0,0,1.208008
0,0,1.222168
0,0,1.23291
0,0,1.246094
0,0,1.255859
0,0,1.267578
0,0,1.277832
0,0,1.290527
0,0,1.301758
0,0,1.313477
0,0,1.325195
0,0,1.335449
0,0,1.349121
0,0,1.358398
0,0,1.370117
0,0,1.379883
0,0,1.391602
0,0,1.404785
0,0,1.415527
0,0,1.428223
0,0,1.438477
0,0,1.45166
0,0,1.466309
0,0,1.477051
0,0,1.489258
0,0,1.500977
0,0,1.512695
0,0,1.523926
0,0,1.53418
0,0,1.547363
0,0,1.557129
0,0,1.569824
0,0,1.580078
0,0,1.60498
0,0,1.617676
0,0,1.632813
0,0,1.64502
0,0,1.654297
0,0,1.666016
0,0,1.677246
0,0,1.689453
0,0,1.700195
0,0,1.712402
0,0,1.723633
0,0,1.73291
0,0,1.745605
0,0,1.754883
0,0,1.766113
0,0,1.777344
0,0,1.790039
0,0,1.800781
0,0,1.813477
0,0,1.824219
0,0,1.834961
0,0,1.848145
0,0,1.857422
0,0,1.870117
0,0,1.880371
0,0,1.891602
0,0,1.905273
0,0,1.915039
0,0,1.926758
0,0,1.936035
0,0,1.949219
0,0,1.958984
0,0,1.970703
0,0,1.985352
0,0,1.999512
0,0,2.010742
0,0,2.020996
0,0,2.033203
0,0,2.046387
0,0,2.056152
0,0,2.068848
0,0,2.079102
0,0,2.09082
0,0,2.102051
0,0,2.12793
0,0,2.139648
0,0,2.152344
0,0,2.166016
0,0,2.177246
0,0,2.189453
0,0,2.200684
0,0,2.213379
0,0,2.224609
0,0,2.234863
0,0,2.248535
0,0,2.258789
0,0,2.270996
0,0,2.281738
0,0,2.293945
0,0,2.306641
0,0,2.316895
0,0,2.330566
0,0,2.344727
0,0,2.356934
0,0,2.369629
0,0,2.379883
0,0,2.391113
0,0,2.401367
0,0,2.413574
0,0,2.424805
0,0,2.435059
0,0,2.448242
0,0,2.458008
0,0,2.469238
0,0,2.479492
0,0,2.490723
0,0,2.501465
0,0,2.513184
0,0,2.523926
0,0,2.53418
0,0,2.54834
0,0,2.558105
0,0,2.569824
0,0,2.60498
0,0,2.619141
0,0,2.634277
0,0,2.648438
0,0,2.657715
0,0,2.669922
0,0,2.680176
0,0,2.691895
0,0,2.717773
0,0,2.731934
0,0,2.744629
0,0,2.754395
0,0,2.76709
0,0,2.777832
0,0,2.790039
0,0,2.800781
0,0,2.812988
0,0,2.824707
0,0,2.834473
0,0,2.84668
0,0,2.856445
0,0,2.868164
0,0,2.878418
0,0,2.890137
0,0,2.900879
0,0,2.912598
0,0,2.924316
0,0,2.935059
0,0,2.947266
0,0,2.957031
0,0,2.969238
0,0,2.979492
0,0,2.990723
0,0,3.001465
0,0,3.013184
0,0,3.023926
0,0,3.03418
0,0,3.046875
0,0,3.056152
0,0,3.068359
0,0,3.078613
0,0,3.090332
0,0,3.101563
0,0,3.113281
0,0,3.124512
0,0,3.134277
0,0,3.147461
0,0,3.157227
0,0,3.169922
0,0,3.179688
0,0,3.190918
0,0,3.20166
0,0,3.214355
0,0,3.227539
0,0,3.236816
0,0,3.251953
0,0,3.268066
0,0,3.279785
0,0,3.291504
0,0,3.302246
0,0,3.313477
0,0,3.324707
0,0,3.334473
0,0,3.347656
0,0,3.357422
0,0,3.369629
0,0,3.379883
0,0,3.391113
0,0,3.401855
0,0,3.414063
0,0,3.426758
0,0,3.436035
0,0,3.449707
0,0,3.459961
0,0,3.47168
0,0,3.483887
0,0,3.499023
0,0,3.509766
0,0,3.52002
0,0,3.532715
0,0,3.545898
0,0,3.555664
0,0,3.567871
0,0,3.578125
0,0,3.590332
0,0,3.600586
0,0,3.612305
0,0,3.637207
0,0,3.650391
0,0,3.665039
0,0,3.675781
0,0,3.687012
0,0,3.69873
0,0,3.711914
0,0,3.723633
0,0,3.733887
0,0,3.747559
0,0,3.757813
0,0,3.770996
0,0,3.782227
0,0,3.800781
0,0,3.812988
0,0,3.82373
0,0,3.834473
0,0,3.847656
0,0,3.856934
0,0,3.871582
0,0,3.884277
0,0,3.898438
0,0,3.910156
0,0,3.919922
0,0,3.932129
0,0,3.945313
0,0,3.95459
0,0,3.966309
0,0,3.976074
0,0,3.987793
0,0,3.998535
0,0,4.010254
0,0,4.02002
0,0,4.032227
0,0,4.04541
0,0,4.054688
0,0,4.066406
0,0,4.076172
0,0,4.087891
0,0,4.099121
0,0,4.11084
0,0,4.120117
0,0,4.132324
0,0,4.145996
0,0,4.155273
0,0,4.16748
0,0,4.178223
0,0,4.189941
0,0,4.200684
0,0,4.212891
0,0,4.224121
0,0,4.233887
0,0,4.24707
0,0,4.256836
0,0,4.269531
0,0,4.280273
0,0,4.291016
0,0,4.301758
0,0,4.313477
0,0,4.325195
0,0,4.349121
0,0,4.36377
0,0,4.37793
0,0,4.388672
0,0,4.399414
0,0,4.412109
0,0,4.422852
0,0,4.433105
0,0,4.446777
0,0,4.457031
0,0,4.468262
0,0,4.478516
0,0,4.490723
0,0,4.501465
0,0,4.513672
0,0,4.524902
0,0,4.534668
0,0,4.54834
0,0,4.557617
0,0,4.569824
0,0,4.580078
0,0,4.591797
0,0,4.604492
0,0,4.614746
0,0,4.62793
0,0,4.642578
0,0,4.654785
0,0,4.666992
0,0,4.677734
0,0,4.689453
0,0,4.70166
0,0,4.713379
0,0,4.725098
0,0,4.734375
0,0,4.748047
0,0,4.757324
0,0,4.77002
0,0,4.779785
0,0,4.791016
0,0,4.802246
0,0,4.81543
0,0,4.828125
0,0,4.842285
0,0,4.854492
0,0,4.865723
0,0,4.875977
0,0,4.888184
0,0,4.899902
0,0,4.924805
0,0,4.9375
0,0,4.95166
