Intersecting Volume,Volume Flux,Time Stamp
0,0,298.0884
0,0,298.1001
0,0,298.1108
0,0,298.123
0,0,298.1333
0,0,298.1445
0,0,298.1553
0,0,298.167
0,0,298.1777
0,0,298.189
0,0,298.1997
0,0,298.2114
0,0,298.2236
0,0,298.2329
0,0,298.2446
0,0,298.2554
0,0,298.2681
0,0,298.2778
0,0,298.2896
0,0,298.2998
0,0,298.312
0,0,298.3242
0,0,298.333
0,0,298.3599
0,0,298.373
0,0,298.3848
0,0,298.3931
0,0,298.4048
0,0,298.4141
0,0,298.4258
0,0,298.4355
0,0,298.4458
0,0,298.4556
0,0,298.4688
0,0,298.4775
0,0,298.4888
0,0,298.4995
0,0,298.5112
0,0,298.5249
0,0,298.5361
0,0,298.5469
0,0,298.5557
0,0,298.5679
0,0,298.5771
0,0,298.5889
0,0,298.6016
0,0,298.6147
0,0,298.6265
0,0,298.6353
0,0,298.6465
0,0,298.6602
0,0,298.6733
0,0,298.6855
0,0,298.6938
0,0,298.7046
0,0,298.7144
0,0,298.7256
0,0,298.7339
0,0,298.7451
0,0,298.7627
0,0,298.7754
0,0,298.7891
0,0,298.7993
0,0,298.8105
0,0,298.8237
0,0,298.833
0,0,298.8442
0,0,298.855
0,0,298.8687
0,0,298.877
0,0,298.8882
0,0,298.8999
0,0,298.9111
0,0,298.9233
0,0,298.9326
0,0,298.9438
0,0,298.9551
0,0,298.9668
0,0,298.9771
0,0,298.9883
0,0,299
0,0,299.0117
0,0,299.0244
0,0,299.0327
0,0,299.0439
0,0,299.0552
0,0,299.0669
0,0,299.0771
0,0,299.0884
0,0,299.0991
0,0,299.1104
0,0,299.1226
0,0,299.1328
0,0,299.144
0,0,299.1548
0,0,299.1665
0,0,299.1772
0,0,299.188
0,0,299.1992
0,0,299.2109
0,0,299.2227
0,0,299.2329
0,0,299.2437
0,0,299.2554
0,0,299.2681
0,0,299.2783
0,0,299.2905
0,0,299.3022
0,0,299.3276
0,0,299.3389
0,0,299.3511
0,0,299.3633
0,0,299.3735
0,0,299.3848
0,0,299.3926
0,0,299.4053
0,0,299.4155
0,0,299.4268
0,0,299.436
0,0,299.4468
0,0,299.4561
0,0,299.4688
0,0,299.4771
0,0,299.4902
0,0,299.5024
0,0,299.5112
0,0,299.5229
0,0,299.5322
0,0,299.5439
0,0,299.5552
0,0,299.5679
0,0,299.5767
0,0,299.5884
0,0,299.5991
0,0,299.6108
0,0,299.6245
0,0,299.6328
0,0,299.644
0,0,299.6548
0,0,299.6665
0,0,299.6772
0,0,299.6885
0,0,299.6992
0,0,299.7114
0,0,299.7241
0,0,299.7324
0,0,299.7437
0,0,299.7549
0,0,299.7739
0,0,299.7856
0,0,299.7935
