Transform Name,Closest collider,Distance X,Distance Y,Distance Z,Magnitude,Time Stamp
Box002,Bottom Drip,-0.8274096,2.980232E-08,2.127632,2.282854,298.0884
Box002,Bottom Drip,-0.8278288,2.980232E-08,2.131733,2.286829,298.1001
Box002,Bottom Drip,-0.8286639,4.470348E-08,2.136341,2.291427,298.1108
Box002,Bottom Drip,-0.8286639,4.470348E-08,2.136341,2.291427,298.123
Box002,Bottom Drip,-0.8291472,4.470348E-08,2.135987,2.291272,298.1333
Box002,Bottom Drip,-0.8291472,4.470348E-08,2.135987,2.291272,298.1445
Box002,Bottom Drip,-0.8301414,4.470348E-08,2.136419,2.292034,298.1553
Box002,Bottom Drip,-0.8301414,4.470348E-08,2.136419,2.292034,298.167
Box002,Bottom Drip,-0.8310111,5.960464E-08,2.135866,2.291834,298.1777
Box002,Bottom Drip,-0.8310111,5.960464E-08,2.135866,2.291834,298.189
Box002,Bottom Drip,-0.8415803,5.960464E-08,2.135614,2.295453,298.1997
Box002,Bottom Drip,-0.8420559,5.960464E-08,2.140822,2.300473,298.2114
Box002,Bottom Drip,-0.8420559,5.960464E-08,2.140822,2.300473,298.2236
Box002,Bottom Drip,-0.8527184,8.940697E-08,2.142886,2.306315,298.2329
Box002,Bottom Drip,-0.8527184,8.940697E-08,2.142886,2.306315,298.2446
Box002,Bottom Drip,-0.8667955,1.043081E-07,2.147326,2.315673,298.2554
Box002,Bottom Drip,-0.8667955,1.043081E-07,2.147326,2.315673,298.2681
Box002,Bottom Drip,-0.8724076,1.043081E-07,2.151415,2.321569,298.2778
Box002,Bottom Drip,-0.8724076,1.043081E-07,2.151415,2.321569,298.2896
Box002,Bottom Drip,-0.8772206,1.192093E-07,2.155251,2.326934,298.2998
Box002,Bottom Drip,-0.8848722,1.490116E-07,2.16074,2.334908,298.312
Box002,Bottom Drip,-0.8848722,1.490116E-07,2.16074,2.334908,298.3242
Box002,Bottom Drip,-0.8960255,1.490116E-07,2.164896,2.342997,298.333
Box002,Bottom Drip,-0.9030207,1.788139E-07,2.172437,2.352643,298.3599
Box002,Bottom Drip,-0.9114621,1.788139E-07,2.177009,2.360112,298.373
Box002,Bottom Drip,-0.9114621,1.788139E-07,2.177009,2.360112,298.3848
Box002,Bottom Drip,-0.9236137,2.086163E-07,2.181982,2.369411,298.3931
Box002,Bottom Drip,-0.9236137,2.086163E-07,2.181982,2.369411,298.4048
