Particles in Bath,Particles in Bin 1,Particles in Bin 2,Total particles,Time Stamp
467,62,199,750,299.7622
467,62,199,750,299.811
467,62,199,750,299.8721
467,62,199,750,299.9146
467,62,199,750,299.9658
750,0,0,750,0.05371094
750,0,0,750,0.09619141
750,0,0,750,0.1430664
750,0,0,750,0.2006836
750,0,0,750,0.2460938
750,0,0,750,0.2958984
750,0,0,750,0.3520508
750,0,0,750,0.3959961
750,0,0,750,0.4521484
750,0,0,750,0.4956055
750,0,0,750,0.5517578
750,0,0,750,0.5957031
750,0,0,750,0.6411133
750,0,0,750,0.706543
750,0,0,750,0.7514648
750,0,0,750,0.7963867
750,0,0,750,0.8515625
750,0,0,750,0.8994141
750,0,0,750,0.9428711
750,0,0,750,0.9960938
750,0,0,750,1.05127
750,0,0,750,1.095215
750,0,0,750,1.151367
750,0,0,750,1.195313
750,0,0,750,1.251465
750,0,0,750,1.29541
750,0,0,750,1.352539
750,0,0,750,1.395508
750,0,0,750,1.45166
750,0,0,750,1.497559
750,0,0,750,1.543945
750,0,0,750,1.599121
750,0,0,750,1.644043
750,0,0,750,1.69873
750,0,0,750,1.743652
750,0,0,750,1.799316
750,0,0,750,1.849121
750,0,0,750,1.896484
750,0,0,750,1.950684
750,0,0,750,1.995117
750,0,0,750,2.051758
750,0,0,750,2.095215
750,0,0,750,2.151367
750,0,0,750,2.195313
750,0,0,750,2.251465
750,0,0,750,2.294922
750,0,0,750,2.351074
750,0,0,750,2.39502
750,0,0,750,2.442383
750,0,0,750,2.498535
750,0,0,750,2.543457
750,0,0,750,2.598145
750,0,0,750,2.648438
750,0,0,750,2.694824
750,0,0,750,2.75
750,0,0,750,2.794922
750,0,0,750,2.850098
750,0,0,750,2.894531
750,0,0,750,2.950684
750,0,0,750,2.995117
750,0,0,750,3.050293
750,0,0,750,3.094727
750,0,0,750,3.150879
750,0,0,750,3.194824
750,0,0,750,3.243652
750,0,0,750,3.294922
750,0,0,750,3.350098
750,0,0,750,3.394531
750,0,0,750,3.450195
750,0,0,750,3.494629
750,0,0,750,3.57959
750,0,0,750,3.59375
750,0,0,750,3.649902
750,0,0,750,3.694824
750,0,0,750,3.75
750,0,0,750,3.795898
750,0,0,750,3.849609
750,0,0,750,3.894043
750,0,0,750,3.949707
750,0,0,750,3.995117
750,0,0,750,4.049805
750,0,0,750,4.09668
750,0,0,750,4.149902
750,0,0,750,4.194336
750,0,0,750,4.249512
750,0,0,750,4.293945
