Particles in Bath,Particles in Bin 1,Particles in Bin 2,Total particles,Time Stamp
423,134,183,750,299.8057
423,134,183,750,299.8594
423,134,183,750,299.9058
423,134,183,750,299.9556
423,134,183,750,300.0054
750,0,0,750,0.02978516
750,0,0,750,0.08105469
750,0,0,750,0.1186523
750,0,0,750,0.1616211
750,0,0,750,0.2216797
750,0,0,750,0.2636719
750,0,0,750,0.3178711
750,0,0,750,0.3618164
750,0,0,750,0.4179688
750,0,0,750,0.4614258
750,0,0,750,0.5175781
750,0,0,750,0.5625
750,0,0,750,0.6171875
750,0,0,750,0.6640625
750,0,0,750,0.7177734
750,0,0,750,0.7617188
750,0,0,750,0.8173828
750,0,0,750,0.8613281
750,0,0,750,0.9174805
750,0,0,750,0.9628906
750,0,0,750,1.019043
750,0,0,750,1.061035
750,0,0,750,1.117676
750,0,0,750,1.161133
750,0,0,750,1.217285
750,0,0,750,1.260742
750,0,0,750,1.316895
750,0,0,750,1.36084
750,0,0,750,1.416992
750,0,0,750,1.464355
750,0,0,750,1.51709
750,0,0,750,1.560547
750,0,0,750,1.617188
750,0,0,750,1.661133
750,0,0,750,1.717285
750,0,0,750,1.76123
750,0,0,750,1.816895
750,0,0,750,1.86084
750,0,0,750,1.916992
750,0,0,750,1.960938
750,0,0,750,2.018066
750,0,0,750,2.063965
750,0,0,750,2.125488
750,0,0,750,2.165039
750,0,0,750,2.216797
750,0,0,750,2.260254
750,0,0,750,2.318848
750,0,0,750,2.360352
750,0,0,750,2.416992
750,0,0,750,2.460449
750,0,0,750,2.516602
750,0,0,750,2.560547
750,0,0,750,2.616699
750,0,0,750,2.660645
750,0,0,750,2.716797
750,0,0,750,2.760742
750,0,0,750,2.816895
750,0,0,750,2.86084
750,0,0,750,2.918457
750,0,0,750,2.963379
750,0,0,750,3.01416
750,0,0,750,3.060059
750,0,0,750,3.116211
750,0,0,750,3.160645
750,0,0,750,3.216797
750,0,0,750,3.260742
750,0,0,750,3.316406
750,0,0,750,3.360352
750,0,0,750,3.416504
750,0,0,750,3.459961
750,0,0,750,3.516113
750,0,0,750,3.563965
750,0,0,750,3.616211
750,0,0,750,3.660156
750,0,0,750,3.716309
750,0,0,750,3.759766
750,0,0,750,3.816406
750,0,0,750,3.868164
750,0,0,750,3.916016
750,0,0,750,3.960449
750,0,0,750,4.016113
750,0,0,750,4.060547
750,0,0,750,4.115723
750,0,0,750,4.159668
750,0,0,750,4.21582
750,0,0,750,4.261719
750,0,0,750,4.315918
750,0,0,750,4.370605
750,0,0,750,4.416992
750,0,0,750,4.459961
750,0,0,750,4.515625
750,0,0,750,4.560059
750,0,0,750,4.615723
750,0,0,750,4.67041
750,0,0,750,4.71582
750,0,0,750,4.762207
750,0,0,750,4.81543
750,0,0,750,4.871094
750,0,0,750,4.915527
750,0,0,750,4.959961
750,0,0,750,5.016113
750,0,0,750,5.062012
750,0,0,750,5.116211
750,0,0,750,5.161133
750,0,0,750,5.217773
750,0,0,750,5.263184
750,0,0,750,5.31543
750,0,0,750,5.370117
750,0,0,750,5.416016
750,0,0,750,5.470215
750,0,0,750,5.514648
750,0,0,750,5.5625
750,0,0,750,5.614746
750,0,0,750,5.669922
750,0,0,750,5.714844
750,0,0,750,5.77002
750,0,0,750,5.816895
750,0,0,750,5.861816
750,0,0,750,5.911133
750,0,0,750,5.961914
750,0,0,750,6.014648
750,0,0,750,6.069824
750,0,0,750,6.114746
750,0,0,750,6.159668
750,0,0,750,6.214844
750,0,0,750,6.27002
750,0,0,750,6.314453
750,0,0,750,6.369629
750,0,0,750,6.414063
750,0,0,750,6.459961
750,0,0,750,6.514648
750,0,0,750,6.569824
750,0,0,750,6.614258
750,0,0,750,6.669922
750,0,0,750,6.719727
750,0,0,750,6.762207
750,0,0,750,6.813965
750,0,0,750,6.869629
750,0,0,750,6.914063
750,0,0,750,6.969727
750,0,0,750,7.013672
750,0,0,750,7.069824
750,0,0,750,7.11377
750,0,0,750,7.169434
750,0,0,750,7.213867
750,0,0,750,7.260742
750,0,0,750,7.313477
750,0,0,750,7.369141
750,0,0,750,7.413574
750,0,0,750,7.469238
750,0,0,750,7.513672
750,0,0,750,7.569336
750,0,0,750,7.613281
750,0,0,750,7.669434
750,0,0,750,7.713379
750,0,0,750,7.769043
750,0,0,750,7.813965
750,0,0,750,7.859863
750,0,0,750,7.917969
750,0,0,750,7.962402
750,0,0,750,8.019531
750,0,0,750,8.0625
750,0,0,750,8.118164
750,0,0,750,8.179199
750,0,0,750,8.212891
750,0,0,750,8.269043
750,0,0,750,8.316406
750,0,0,750,8.368652
750,0,0,750,8.413086
750,0,0,750,8.46875
750,0,0,750,8.51416
750,0,0,750,8.568848
750,0,0,750,8.616211
750,0,0,750,8.660156
750,0,0,750,8.713379
750,0,0,750,8.771973
750,0,0,750,8.816895
750,0,0,750,8.868652
750,0,0,750,8.913086
750,0,0,750,8.96875
750,0,0,750,9.015137
750,0,0,750,9.068848
750,0,0,750,9.112793
750,0,0,750,9.168457
750,0,0,750,9.213379
750,0,0,750,9.262695
750,0,0,750,9.312988
750,0,0,750,9.359863
750,0,0,750,9.416016
750,0,0,750,9.468262
750,0,0,750,9.512695
750,0,0,750,9.563965
750,0,0,750,9.615234
750,0,0,750,9.668457
750,0,0,750,9.720215
750,0,0,750,9.768066
750,0,0,750,9.8125
750,0,0,750,9.864746
750,0,0,750,9.915527
750,0,0,750,9.968262
750,0,0,750,10.02051
750,0,0,750,10.06787
750,0,0,750,10.11279
750,0,0,750,10.17822
750,0,0,750,10.2124
750,0,0,750,10.26807
750,0,0,750,10.31348
750,0,0,750,10.36328
750,0,0,750,10.41455
750,0,0,750,10.46533
750,0,0,750,10.51318
750,0,0,750,10.56787
750,0,0,750,10.6123
750,0,0,750,10.66797
750,0,0,750,10.71191
750,0,0,750,10.77051
750,0,0,750,10.81299
750,0,0,750,10.86768
750,0,0,750,10.91357
750,0,0,750,10.96777
750,0,0,750,11.0166
750,0,0,750,11.06787
750,0,0,750,11.1123
750,0,0,750,11.16748
750,0,0,750,11.2124
750,0,0,750,11.26904
750,0,0,750,11.31201
750,0,0,750,11.36768
750,0,0,750,11.41211
750,0,0,750,11.46777
750,0,0,750,11.51221
750,0,0,750,11.56885
750,0,0,750,11.61475
750,0,0,750,11.66211
750,0,0,750,11.71191
750,0,0,750,11.76758
750,0,0,750,11.8125
750,0,0,750,11.86768
750,0,0,750,11.91797
750,0,0,750,11.96729
750,0,0,750,12.01123
750,0,0,750,12.0625
750,0,0,750,12.11279
750,0,0,750,12.17139
750,0,0,750,12.21338
750,0,0,750,12.26758
750,0,0,750,12.31152
750,0,0,750,12.36328
750,0,0,750,12.41553
750,0,0,750,12.46777
750,0,0,750,12.5293
750,0,0,750,12.56104
750,0,0,750,12.61426
750,0,0,750,12.66797
750,0,0,750,12.71191
750,0,0,750,12.76758
750,0,0,750,12.82666
750,0,0,750,12.86719
750,0,0,750,12.91113
750,0,0,750,12.96729
750,0,0,750,13.01904
750,0,0,750,13.06738
750,0,0,750,13.11182
750,0,0,750,13.1626
750,0,0,750,13.21338
750,0,0,750,13.26758
750,0,0,750,13.31885
750,0,0,750,13.36865
750,0,0,750,13.41113
750,0,0,750,13.47412
750,0,0,750,13.5127
750,0,0,750,13.56738
750,0,0,750,13.61084
750,0,0,750,13.66064
750,0,0,750,13.71045
750,0,0,750,13.76709
750,0,0,750,13.81152
750,0,0,750,13.86719
750,0,0,750,13.91309
750,0,0,750,13.96729
750,0,0,750,14.01074
750,0,0,750,14.06689
750,0,0,750,14.11816
750,0,0,750,14.16748
750,0,0,750,14.21094
750,0,0,750,14.2627
750,0,0,750,14.31738
750,0,0,750,14.3667
750,0,0,750,14.41846
750,0,0,750,14.46826
750,0,0,750,14.51123
750,0,0,750,14.56201
750,0,0,750,14.61328
750,0,0,750,14.6665
750,0,0,750,14.71045
750,0,0,750,14.7666
750,0,0,750,14.81299
750,0,0,750,14.86816
750,0,0,750,14.91895
750,0,0,750,14.96826
750,0,0,750,15.01025
750,0,0,750,15.06641
750,0,0,750,15.10986
750,0,0,750,15.16699
750,0,0,750,15.20996
750,0,0,750,15.2666
750,0,0,750,15.31006
750,0,0,750,15.3667
750,0,0,750,15.41357
750,0,0,750,15.47021
750,0,0,750,15.51074
750,0,0,750,15.56641
750,0,0,750,15.60986
750,0,0,750,15.66602
750,0,0,750,15.70996
750,0,0,750,15.76611
750,0,0,750,15.81299
750,0,0,750,15.86572
750,0,0,750,15.91113
750,0,0,750,15.96582
750,0,0,750,16.00977
750,0,0,750,16.06689
750,0,0,750,16.10986
750,0,0,750,16.16602
750,0,0,750,16.2207
750,0,0,750,16.26611
750,0,0,750,16.31445
750,0,0,750,16.36572
750,0,0,750,16.41455
750,0,0,750,16.46631
750,0,0,750,16.52051
750,0,0,750,16.56592
750,0,0,750,16.61719
750,0,0,750,16.66553
750,0,0,750,16.70996
750,0,0,750,16.76123
750,0,0,750,16.8208
750,0,0,750,16.86572
750,0,0,750,16.91797
750,0,0,750,16.96875
750,0,0,750,17.01025
750,0,0,750,17.06152
750,0,0,750,17.11377
750,0,0,750,17.1665
750,0,0,750,17.21875
750,0,0,750,17.26514
750,0,0,750,17.32031
750,0,0,750,17.37402
750,0,0,750,17.41992
750,0,0,750,17.46484
750,0,0,750,17.52783
750,0,0,750,17.56738
750,0,0,750,17.62158
750,0,0,750,17.66016
750,0,0,750,17.7124
750,0,0,750,17.76465
750,0,0,750,17.81396
750,0,0,750,17.86426
750,0,0,750,17.91992
750,0,0,750,17.96533
750,0,0,750,18.01953
750,0,0,750,18.06445
750,0,0,750,18.12012
750,0,0,750,18.16553
750,0,0,750,18.21484
750,0,0,750,18.26416
750,0,0,750,18.31641
750,0,0,750,18.36621
750,0,0,750,18.42432
750,0,0,750,18.46533
750,0,0,750,18.51953
750,0,0,750,18.56396
750,0,0,750,18.61621
750,0,0,750,18.66699
750,0,0,750,18.71973
750,0,0,750,18.77197
750,0,0,750,18.81934
750,0,0,750,18.86377
750,0,0,750,18.92773
750,0,0,750,18.96387
750,0,0,750,19.0127
750,0,0,750,19.06396
750,0,0,750,19.11914
750,0,0,750,19.16357
750,0,0,750,19.21973
750,0,0,750,19.26416
750,0,0,750,19.31934
750,0,0,750,19.36377
750,0,0,750,19.41016
750,0,0,750,19.46338
750,0,0,750,19.51904
750,0,0,750,19.56396
750,0,0,750,19.61328
750,0,0,750,19.66504
750,0,0,750,19.7207
750,0,0,750,19.7666
750,0,0,750,19.83447
750,0,0,750,19.86523
750,0,0,750,19.91895
750,0,0,750,19.96338
750,0,0,750,20.01904
750,0,0,750,20.06348
750,0,0,750,20.11865
750,0,0,750,20.16309
750,0,0,750,20.21875
750,0,0,750,20.26318
750,0,0,750,20.31885
750,0,0,750,20.36328
750,0,0,750,20.42041
750,0,0,750,20.46777
750,0,0,750,20.51855
750,0,0,750,20.56299
750,0,0,750,20.61865
750,0,0,750,20.66309
750,0,0,750,20.71875
750,0,0,750,20.76318
750,0,0,750,20.81055
750,0,0,750,20.86279
750,0,0,750,20.91846
750,0,0,750,20.96289
750,0,0,750,21.01904
750,0,0,750,21.06543
750,0,0,750,21.11865
750,0,0,750,21.16309
750,0,0,750,21.21826
750,0,0,750,21.2627
750,0,0,750,21.31006
750,0,0,750,21.36279
750,0,0,750,21.42139
750,0,0,750,21.46387
750,0,0,750,21.51855
750,0,0,750,21.56543
750,0,0,750,21.61035
750,0,0,750,21.6626
750,0,0,750,21.71826
750,0,0,750,21.7627
750,0,0,750,21.81836
750,0,0,750,21.86279
750,0,0,750,21.93359
750,0,0,750,21.96582
750,0,0,750,22.01807
750,0,0,750,22.0625
750,0,0,750,22.11816
750,0,0,750,22.1626
750,0,0,750,22.21826
750,0,0,750,22.26221
750,0,0,750,22.31836
750,0,0,750,22.36377
750,0,0,750,22.41846
750,0,0,750,22.4624
750,0,0,750,22.51953
750,0,0,750,22.56836
750,0,0,750,22.61328
750,0,0,750,22.66797
750,0,0,750,22.71191
750,0,0,750,22.76172
750,0,0,750,22.81592
750,0,0,750,22.8623
750,0,0,750,22.91943
750,0,0,750,22.97168
750,0,0,750,23.01758
750,0,0,750,23.06348
750,0,0,750,23.125
750,0,0,750,23.16211
750,0,0,750,23.21777
750,0,0,750,23.26221
750,0,0,750,23.31787
750,0,0,750,23.37598
750,0,0,750,23.41016
750,0,0,750,23.46191
750,0,0,750,23.51758
750,0,0,750,23.56201
750,0,0,750,23.61816
750,0,0,750,23.66309
750,0,0,750,23.71777
750,0,0,750,23.76758
750,0,0,750,23.81299
750,0,0,750,23.86279
750,0,0,750,23.92871
750,0,0,750,23.96191
750,0,0,750,24.01807
750,0,0,750,24.06787
750,0,0,750,24.11035
750,0,0,750,24.16162
750,0,0,750,24.21289
750,0,0,750,24.26758
750,0,0,750,24.31055
750,0,0,750,24.36133
750,0,0,750,24.41992
750,0,0,750,24.46143
750,0,0,750,24.51953
750,0,0,750,24.56152
750,0,0,750,24.63232
750,0,0,750,24.66357
750,0,0,750,24.71729
750,0,0,750,24.76514
750,0,0,750,24.82129
750,0,0,750,24.86084
750,0,0,750,24.91699
750,0,0,750,24.96094
750,0,0,750,25.01709
750,0,0,750,25.06445
750,0,0,750,25.11719
750,0,0,750,25.16406
750,0,0,750,25.21826
750,0,0,750,25.26221
750,0,0,750,25.31934
750,0,0,750,25.36279
750,0,0,750,25.41797
750,0,0,750,25.46289
750,0,0,750,25.51855
750,0,0,750,25.57227
750,0,0,750,25.61572
750,0,0,750,25.66113
750,0,0,750,25.7168
750,0,0,750,25.77051
750,0,0,750,25.81641
750,0,0,750,25.86084
750,0,0,750,25.92432
750,0,0,750,25.96045
750,0,0,750,26.01709
750,0,0,750,26.06152
750,0,0,750,26.1167
750,0,0,750,26.16113
750,0,0,750,26.21924
750,0,0,750,26.26709
750,0,0,750,26.31836
750,0,0,750,26.36084
750,0,0,750,26.41699
750,0,0,750,26.45996
750,0,0,750,26.51709
750,0,0,750,26.56738
750,0,0,750,26.6167
750,0,0,750,26.66064
750,0,0,750,26.71436
750,0,0,750,26.76221
750,0,0,750,26.81689
750,0,0,750,26.86816
750,0,0,750,26.91846
750,0,0,750,26.96045
750,0,0,750,27.01172
750,0,0,750,27.06055
750,0,0,750,27.11621
750,0,0,750,27.16846
750,0,0,750,27.21582
750,0,0,750,27.26025
750,0,0,750,27.32373
750,0,0,750,27.36035
750,0,0,750,27.41992
750,0,0,750,27.46045
750,0,0,750,27.51611
750,0,0,750,27.56104
750,0,0,750,27.61621
750,0,0,750,27.65967
750,0,0,750,27.71875
750,0,0,750,27.771
750,0,0,750,27.81592
750,0,0,750,27.85986
750,0,0,750,27.91553
750,0,0,750,27.96045
750,0,0,750,28.01807
750,0,0,750,28.0625
750,0,0,750,28.11865
750,0,0,750,28.17041
750,0,0,750,28.21582
750,0,0,750,28.27295
750,0,0,750,28.31689
750,0,0,750,28.36035
750,0,0,750,28.42188
750,0,0,750,28.4624
750,0,0,750,28.51563
750,0,0,750,28.56738
750,0,0,750,28.61865
750,0,0,750,28.67041
750,0,0,750,28.72314
750,0,0,750,28.77051
750,0,0,750,28.81543
750,0,0,750,28.87744
750,0,0,750,28.91748
750,0,0,750,28.98389
750,0,0,750,29.01758
750,0,0,750,29.06641
750,0,0,750,29.11768
750,0,0,750,29.17041
750,0,0,750,29.21533
750,0,0,750,29.27002
750,0,0,750,29.31445
750,0,0,750,29.36426
750,0,0,750,29.41553
750,0,0,750,29.47021
750,0,0,750,29.51367
750,0,0,750,29.56299
750,0,0,750,29.61523
750,0,0,750,29.66748
750,0,0,750,29.71484
750,0,0,750,29.75977
750,0,0,750,29.81055
750,0,0,750,29.87012
750,0,0,750,29.91504
750,0,0,750,29.97021
750,0,0,750,30.01416
750,0,0,750,30.06152
750,0,0,750,30.11475
750,0,0,750,30.16406
750,0,0,750,30.2168
750,0,0,750,30.27002
750,0,0,750,30.31396
750,0,0,750,30.36963
750,0,0,750,30.41455
750,0,0,750,30.46973
750,0,0,750,30.51416
750,0,0,750,30.57031
750,0,0,750,30.61035
750,0,0,750,30.66943
750,0,0,750,30.71387
750,0,0,750,30.771
750,0,0,750,30.81396
750,0,0,750,30.86963
750,0,0,750,30.91406
750,0,0,750,30.96973
750,0,0,750,31.01367
750,0,0,750,31.07373
750,0,0,750,31.11475
750,0,0,750,31.16943
750,0,0,750,31.21338
750,0,0,750,31.26904
750,0,0,750,31.31348
750,0,0,750,31.36963
750,0,0,750,31.41357
750,0,0,750,31.46924
750,0,0,750,31.5166
750,0,0,750,31.56934
750,0,0,750,31.61377
750,0,0,750,31.65967
750,0,0,750,31.71777
750,0,0,750,31.76123
750,0,0,750,31.8125
750,0,0,750,31.87158
750,0,0,750,31.9165
750,0,0,750,31.96924
750,0,0,750,32.01367
750,0,0,750,32.06934
750,0,0,750,32.11328
750,0,0,750,32.1626
750,0,0,750,32.21387
750,0,0,750,32.26855
750,0,0,750,32.31299
750,0,0,750,32.36865
750,0,0,750,32.41699
750,0,0,750,32.46387
750,0,0,750,32.51611
750,0,0,750,32.56885
750,0,0,750,32.62109
750,0,0,750,32.66846
750,0,0,750,32.71387
750,0,0,750,32.77588
750,0,0,750,32.81299
750,0,0,750,32.86865
750,0,0,750,32.91357
750,0,0,750,32.96875
750,0,0,750,33.0127
750,0,0,750,33.08984
750,0,0,750,33.11133
750,0,0,750,33.16846
750,0,0,750,33.21289
750,0,0,750,33.26514
750,0,0,750,33.31689
750,0,0,750,33.36816
750,0,0,750,33.42188
750,0,0,750,33.46826
750,0,0,750,33.5127
750,0,0,750,33.57568
750,0,0,750,33.6123
750,0,0,750,33.66797
750,0,0,750,33.71631
750,0,0,750,33.76807
750,0,0,750,33.81738
750,0,0,750,33.86816
750,0,0,750,33.91309
750,0,0,750,33.96777
750,0,0,750,34.01904
750,0,0,750,34.06787
750,0,0,750,34.11328
750,0,0,750,34.16992
750,0,0,750,34.2124
750,0,0,750,34.26807
750,0,0,750,34.31299
750,0,0,750,34.36768
750,0,0,750,34.41309
750,0,0,750,34.46826
750,0,0,750,34.51172
750,0,0,750,34.56934
750,0,0,750,34.61572
750,0,0,750,34.66748
750,0,0,750,34.71289
750,0,0,750,34.76904
750,0,0,750,34.81348
750,0,0,750,34.86768
750,0,0,750,34.91211
750,0,0,750,34.96777
750,0,0,750,35.01221
750,0,0,750,35.06738
750,0,0,750,35.11182
750,0,0,750,35.16748
750,0,0,750,35.21338
750,0,0,750,35.27295
750,0,0,750,35.31641
750,0,0,750,35.36768
750,0,0,750,35.4209
750,0,0,750,35.46777
750,0,0,750,35.51172
750,0,0,750,35.56738
750,0,0,750,35.61377
750,0,0,750,35.66699
750,0,0,750,35.71143
750,0,0,750,35.76709
750,0,0,750,35.82715
750,0,0,750,35.86719
750,0,0,750,35.91162
750,0,0,750,35.96729
750,0,0,750,36.0127
750,0,0,750,36.06885
750,0,0,750,36.11279
750,0,0,750,36.16748
750,0,0,750,36.21387
750,0,0,750,36.26758
750,0,0,750,36.31152
750,0,0,750,36.36719
750,0,0,750,36.41309
750,0,0,750,36.46777
750,0,0,750,36.51563
750,0,0,750,36.56738
750,0,0,750,36.61133
750,0,0,750,36.66797
750,0,0,750,36.7124
750,0,0,750,36.76074
750,0,0,750,36.8125
750,0,0,750,36.86719
750,0,0,750,36.91113
750,0,0,750,36.96729
750,0,0,750,37.01074
750,0,0,750,37.06689
750,0,0,750,37.11328
750,0,0,750,37.16748
750,0,0,750,37.2124
750,0,0,750,37.26709
750,0,0,750,37.31104
750,0,0,750,37.36719
750,0,0,750,37.41064
750,0,0,750,37.46729
750,0,0,750,37.51074
750,0,0,750,37.56787
750,0,0,750,37.61035
750,0,0,750,37.66797
750,0,0,750,37.71045
750,0,0,750,37.76758
750,0,0,750,37.81348
750,0,0,750,37.8667
750,0,0,750,37.9126
750,0,0,750,37.96289
750,0,0,750,38.01611
750,0,0,750,38.06689
750,0,0,750,38.11963
750,0,0,750,38.16992
